Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2013,12,09,21,27,20.83,209.27,1710.27,-549.54, 71.14,83.02,-17.69,11.31,8.67e+02,4.99e+02
2013,12,09,21,27,22.08,211.27,1710.16,-549.06, 71.12,82.96,-17.67,11.31,2.87e+02,2.87e+02
2013,12,09,21,27,34.33,230.86,1708.91,-544.27, 70.88,82.31,-17.52,11.26,5.81e+02,4.08e+02
2013,12,09,21,27,35.58,232.86,1708.77,-543.78, 70.86,82.24,-17.50,11.26,1.45e+03,6.45e+02
2013,12,09,21,27,47.82,252.39,1707.28,-538.92, 70.62,81.59,-17.34,11.22,1.74e+03,7.07e+02
2013,12,09,21,27,49.07,254.39,1707.12,-538.42, 70.60,81.52,-17.33,11.21,2.90e+03,9.13e+02
2013,12,09,21,28,1.32,273.91,1705.40,-533.48, 70.36,80.88,-17.16,11.17,2.87e+02,2.87e+02
2013,12,09,21,28,2.57,275.90,1705.21,-532.97, 70.34,80.81,-17.15,11.16,1.45e+03,6.45e+02
2013,12,09,21,28,14.82,295.38,1703.25,-527.96, 70.10,80.16,-16.98,11.12,1.16e+03,5.78e+02
2013,12,09,21,28,16.07,297.37,1703.04,-527.45, 70.08,80.10,-16.97,11.12,1.45e+03,6.45e+02
2013,12,09,21,28,28.32,316.81,1700.85,-522.37, 69.84,79.45,-16.80,11.07,1.16e+03,5.78e+02
2013,12,09,21,28,29.57,318.79,1700.61,-521.84, 69.82,79.38,-16.78,11.07,2.91e+03,9.14e+02
2013,12,09,21,28,41.82,338.19,1698.19,-516.69, 69.58,78.74,-16.62,11.03,5.81e+02,4.09e+02
2013,12,09,21,28,43.07,340.17,1697.93,-516.16, 69.55,78.67,-16.60,11.02,1.45e+03,6.45e+02
2013,12,09,21,28,55.32,359.52,1695.26,-510.93, 69.32,78.03,-16.43,10.98,2.87e+02,2.87e+02
2013,12,09,21,28,56.57,361.49,1694.98,-510.40, 69.29,77.96,-16.41,10.97,1.75e+03,7.08e+02
2013,12,09,21,29,8.81,380.77,1692.09,-505.11, 69.05,77.32,-16.24,10.93,2.33e+03,8.18e+02
2013,12,09,21,29,10.06,382.74,1691.78,-504.56, 69.03,77.25,-16.22,10.93,1.16e+03,5.78e+02
2013,12,09,21,29,22.31,401.99,1688.65,-499.20, 68.79,76.61,-16.04,10.88,5.82e+02,4.09e+02
2013,12,09,21,29,23.56,403.95,1688.32,-498.65, 68.77,76.54,-16.03,10.88,5.82e+02,4.09e+02
2013,12,09,21,29,35.81,423.14,1684.95,-493.21, 68.53,75.90,-15.85,10.84,2.03e+03,7.65e+02
2013,12,09,21,29,37.06,425.10,1684.60,-492.65, 68.50,75.84,-15.83,10.83,8.70e+02,5.00e+02
2013,12,09,21,29,49.31,444.23,1681.00,-487.15, 68.26,75.20,-15.65,10.79,1.16e+03,5.79e+02
2013,12,09,21,29,50.56,446.18,1680.62,-486.59, 68.24,75.13,-15.63,10.79,1.75e+03,7.09e+02
2013,12,09,21,30,2.81,465.25,1676.79,-481.02, 68.00,74.49,-15.45,10.74,8.71e+02,5.01e+02
2013,12,09,21,30,4.06,467.20,1676.39,-480.45, 67.97,74.43,-15.43,10.74,1.45e+03,6.47e+02
2013,12,09,21,30,16.31,486.21,1672.32,-474.81, 67.73,73.79,-15.25,10.70,1.17e+03,5.79e+02
2013,12,09,21,30,17.56,488.14,1671.90,-474.23, 67.71,73.72,-15.23,10.69,1.45e+03,6.47e+02
2013,12,09,21,30,29.80,507.07,1667.61,-468.54, 67.47,73.09,-15.05,10.65,5.83e+02,4.10e+02
2013,12,09,21,30,31.05,509.00,1667.16,-467.95, 67.45,73.02,-15.03,10.64,8.71e+02,5.01e+02
