Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2013,11,26,20,10,3.44,740.33,1526.24,587.83, 57.88,64.12,19.11,23.45,0.00e+00,   NaN
2013,11,26,20,10,15.69,759.08,1519.26,583.88, 58.50,63.45,18.97,23.41,0.00e+00,   NaN
2013,11,26,20,10,16.94,760.99,1518.54,583.47, 58.57,63.38,18.96,23.40,0.00e+00,   NaN
2013,11,26,20,10,29.19,779.64,1511.34,579.44, 59.19,62.71,18.82,23.36,2.12e+03,3.92e+02
2013,11,26,20,10,30.44,781.54,1510.59,579.02, 59.25,62.64,18.80,23.35,1.42e+03,3.37e+02
2013,11,26,20,10,42.68,800.06,1503.19,574.91, 59.88,61.98,18.66,23.31,2.00e+03,3.84e+02
2013,11,26,20,10,43.93,801.95,1502.42,574.49, 59.94,61.91,18.64,23.30,1.58e+03,3.53e+02
2013,11,26,20,10,56.18,820.38,1494.80,570.29, 60.57,61.24,18.49,23.26,2.20e+03,4.05e+02
2013,11,26,20,10,57.43,822.25,1494.01,569.86, 60.63,61.17,18.48,23.25,1.97e+03,3.87e+02
2013,11,26,20,11,9.68,840.56,1486.18,565.58, 61.26,60.51,18.33,23.21,2.10e+03,3.95e+02
2013,11,26,20,11,10.93,842.42,1485.37,565.14, 61.32,60.44,18.31,23.20,1.81e+03,3.73e+02
2013,11,26,20,11,23.18,860.62,1477.33,560.79, 61.95,59.78,18.16,23.16,2.08e+03,3.98e+02
2013,11,26,20,11,24.43,862.47,1476.50,560.34, 62.02,59.71,18.14,23.16,1.50e+03,3.52e+02
2013,11,26,20,11,36.68,880.54,1468.26,555.91, 62.65,59.05,17.99,23.11,1.99e+03,3.89e+02
2013,11,26,20,11,37.93,882.38,1467.41,555.45, 62.71,58.98,17.97,23.11,1.82e+03,3.76e+02
2013,11,26,20,11,50.18,900.33,1458.95,550.95, 63.34,58.32,17.82,23.06,1.68e+03,3.68e+02
2013,11,26,20,11,51.43,902.16,1458.08,550.48, 63.41,58.25,17.80,23.06,1.62e+03,3.64e+02
2013,11,26,20,12,3.67,919.97,1449.43,545.90, 64.04,57.60,17.64,23.01,1.44e+03,3.51e+02
2013,11,26,20,12,4.92,921.78,1448.54,545.43, 64.11,57.53,17.62,23.01,1.44e+03,3.51e+02
2013,11,26,20,12,17.17,939.47,1439.68,540.77, 64.74,56.87,17.46,22.97,1.61e+03,3.57e+02
2013,11,26,20,12,18.42,941.27,1438.76,540.29, 64.81,56.81,17.45,22.96,2.03e+03,3.89e+02
2013,11,26,20,12,30.67,958.84,1429.71,535.55, 65.44,56.15,17.28,22.92,1.87e+03,3.75e+02
2013,11,26,20,12,31.92,960.62,1428.77,535.06, 65.51,56.09,17.26,22.91,1.39e+03,3.36e+02
2013,11,26,20,12,44.17,978.05,1419.51,530.25, 66.14,55.43,17.10,22.87,1.99e+03,3.85e+02
2013,11,26,20,12,45.42,979.82,1418.56,529.76, 66.21,55.37,17.08,22.87,1.40e+03,3.37e+02
2013,11,26,20,12,57.67,997.12,1409.10,524.87, 66.85,54.72,16.91,22.82,1.56e+03,3.54e+02
2013,11,26,20,12,58.92,998.88,1408.13,524.37, 66.91,54.65,16.90,22.82,1.92e+03,3.82e+02
2013,11,26,20,13,11.17,1016.03,1398.47,519.42, 67.55,54.00,16.72,22.77,1.21e+03,3.24e+02
2013,11,26,20,13,12.42,1017.78,1397.48,518.91, 67.62,53.93,16.71,22.77,1.15e+03,3.18e+02
2013,11,26,20,13,24.67,1034.79,1387.63,513.88, 68.26,53.29,16.53,22.73,1.28e+03,3.28e+02
2013,11,26,20,13,25.92,1036.52,1386.62,513.36, 68.32,53.22,16.52,22.72,1.04e+03,3.06e+02
2013,11,26,20,13,38.17,1053.39,1376.58,508.26, 68.96,52.58,16.34,22.68,1.62e+03,3.63e+02
2013,11,26,20,13,39.42,1055.11,1375.55,507.74, 69.03,52.51,16.32,22.68,1.01e+03,3.12e+02
2013,11,26,20,13,51.67,1071.83,1365.32,502.57, 69.67,51.87,16.15,22.63,8.34e+02,3.08e+02
2013,11,26,20,13,52.92,1073.53,1364.26,502.04, 69.73,51.80,16.13,22.63,1.08e+03,3.30e+02
2013,11,26,20,14,5.17,1090.11,1353.85,496.80, 70.37,51.16,15.95,22.59,1.28e+03,3.42e+02
2013,11,26,20,14,6.42,1091.79,1352.77,496.27, 70.44,51.09,15.93,22.58,2.01e+03,4.00e+02
2013,11,26,20,14,18.67,1108.22,1342.17,490.96, 71.08,50.45,15.75,22.54,1.46e+03,3.48e+02
2013,11,26,20,14,19.92,1109.89,1341.08,490.41, 71.15,50.39,15.73,22.53,1.04e+03,3.10e+02
2013,11,26,20,14,32.17,1126.16,1330.29,485.04, 71.79,49.75,15.55,22.49,1.53e+03,3.53e+02
2013,11,26,20,14,33.42,1127.81,1329.18,484.49, 71.86,49.69,15.53,22.49,1.53e+03,3.53e+02
2013,11,26,20,14,45.66,1143.92,1318.21,479.06, 72.50,49.05,15.35,22.44,1.70e+03,3.70e+02
2013,11,26,20,14,46.91,1145.55,1317.09,478.50, 72.56,48.98,15.33,22.44,1.70e+03,3.70e+02
2013,11,26,20,14,59.16,1161.52,1305.93,472.99, 73.21,48.35,15.14,22.40,1.23e+03,3.30e+02
2013,11,26,20,15,0.41,1163.14,1304.78,472.43, 73.27,48.28,15.12,22.39,1.59e+03,3.61e+02
2013,11,26,20,15,12.66,1178.94,1293.45,466.86, 73.92,47.65,14.94,22.35,1.59e+03,3.63e+02
2013,11,26,20,15,13.91,1180.54,1292.29,466.29, 73.98,47.59,14.92,22.35,1.04e+03,3.15e+02
2013,11,26,20,15,26.16,1196.18,1280.78,460.65, 74.63,46.96,14.73,22.31,1.29e+03,3.38e+02
2013,11,26,20,15,27.41,1197.77,1279.59,460.08, 74.69,46.89,14.71,22.30,1.29e+03,3.37e+02
2013,11,26,20,15,39.66,1213.25,1267.91,454.38, 75.34,46.26,14.52,22.26,1.12e+03,3.29e+02
2013,11,26,20,15,40.91,1214.82,1266.70,453.80, 75.40,46.20,14.50,22.26,1.59e+03,3.73e+02
2013,11,26,20,15,53.16,1230.13,1254.85,448.04, 76.05,45.57,14.30,22.21,1.31e+03,3.67e+02
2013,11,26,20,15,54.41,1231.68,1253.63,447.45, 76.11,45.51,14.28,22.21,4.03e+02,2.81e+02
