Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2013,12,27,11,51,3.09,-1146.55,-1323.95,-523.60, 90.60,-130.89,-16.64,11.30,0.00e+00,   NaN
2013,12,27,11,51,4.34,-1148.12,-1322.74,-523.06, 90.55,-130.96,-16.63,11.29,0.00e+00,   NaN
2013,12,27,11,51,23.09,-1171.47,-1304.36,-514.96, 89.86,-131.93,-16.37,11.23,0.00e+00,   NaN
2013,12,27,11,51,24.34,-1173.02,-1303.12,-514.42, 89.82,-131.99,-16.35,11.22,0.00e+00,   NaN
2013,12,27,11,51,43.09,-1196.01,-1284.35,-506.17, 89.13,-132.96,-16.09,11.16,0.00e+00,3.48e+02
2013,12,27,11,51,44.34,-1197.53,-1283.08,-505.61, 89.08,-133.02,-16.07,11.16,3.21e+02,3.79e+02
2013,12,27,11,52,3.09,-1220.17,-1263.92,-497.21, 88.39,-133.99,-15.80,11.09,0.00e+00,3.34e+02
2013,12,27,11,52,4.34,-1221.66,-1262.63,-496.64, 88.35,-134.06,-15.78,11.09,0.00e+00,3.51e+02
2013,12,27,11,52,23.09,-1243.93,-1243.08,-488.09, 87.66,-135.02,-15.51,11.02,0.00e+00,3.50e+02
2013,12,27,11,52,24.34,-1245.40,-1241.77,-487.51, 87.61,-135.08,-15.49,11.02,3.74e+02,3.87e+02
2013,12,27,11,52,43.08,-1267.27,-1221.85,-478.81, 86.92,-136.05,-15.22,10.95,0.00e+00,3.69e+02
2013,12,27,11,52,44.33,-1268.72,-1220.51,-478.23, 86.88,-136.11,-15.20,10.95,9.47e+01,3.80e+02
2013,12,27,11,53,3.08,-1290.21,-1200.21,-469.38, 86.19,-137.07,-14.92,10.89,0.00e+00,3.37e+02
2013,12,27,11,53,4.33,-1291.63,-1198.85,-468.78, 86.14,-137.13,-14.90,10.88,1.36e+02,3.46e+02
2013,12,27,11,53,23.08,-1312.74,-1178.18,-459.79, 85.46,-138.09,-14.61,10.82,0.00e+00,3.22e+02
2013,12,27,11,53,24.33,-1314.13,-1176.79,-459.19, 85.41,-138.16,-14.59,10.81,2.92e+02,3.66e+02
2013,12,27,11,53,43.07,-1334.82,-1155.78,-450.06, 84.73,-139.11,-14.30,10.75,0.00e+00,3.41e+02
2013,12,27,11,53,44.32,-1336.19,-1154.37,-449.45, 84.68,-139.18,-14.28,10.75,9.06e+01,3.73e+02
2013,12,27,11,54,3.07,-1356.49,-1132.99,-440.18, 84.00,-140.13,-13.99,10.68,0.00e+00,3.27e+02
2013,12,27,11,54,4.32,-1357.83,-1131.55,-439.56, 83.95,-140.19,-13.97,10.68,0.00e+00,3.55e+02
2013,12,27,11,54,23.07,-1377.71,-1109.83,-430.16, 83.27,-141.15,-13.67,10.61,1.83e+02,3.77e+02
2013,12,27,11,54,24.32,-1379.02,-1108.37,-429.53, 83.22,-141.21,-13.65,10.61,0.00e+00,3.56e+02
2013,12,27,11,54,43.07,-1398.47,-1086.31,-419.99, 82.54,-142.16,-13.34,10.55,2.03e+02,3.76e+02
2013,12,27,11,54,44.32,-1399.76,-1084.83,-419.35, 82.50,-142.22,-13.32,10.54,0.00e+00,3.38e+02
2013,12,27,11,55,3.07,-1418.79,-1062.43,-409.69, 81.82,-143.17,-13.01,10.48,3.67e+02,4.23e+02
2013,12,27,11,55,4.32,-1420.04,-1060.93,-409.04, 81.77,-143.24,-12.99,10.47,2.35e+02,4.14e+02
2013,12,27,11,55,23.07,-1438.63,-1038.20,-399.26, 81.10,-144.18,-12.68,10.41,1.03e+03,4.48e+02
2013,12,27,11,55,24.32,-1439.86,-1036.68,-398.60, 81.05,-144.25,-12.66,10.41,0.00e+00,3.30e+02
2013,12,27,11,55,43.06,-1458.00,-1013.65,-388.70, 80.38,-145.19,-12.35,10.34,2.21e+01,3.62e+02
