Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2013,12,31,14,02,40.17,1584.38,577.07,641.52, 66.71,20.01,20.83, 0.69,1.01e+04,1.68e+03
2013,12,31,14,02,41.42,1585.24,575.19,641.24, 66.76,19.94,20.82, 0.69,1.30e+04,1.90e+03
2013,12,31,14,03,0.17,1597.79,546.96,636.96, 67.54,18.90,20.66, 0.62,7.34e+03,1.43e+03
2013,12,31,14,03,1.42,1598.61,545.07,636.67, 67.59,18.83,20.65, 0.61,9.03e+03,1.59e+03
2013,12,31,14,03,20.17,1610.65,516.66,632.20, 68.37,17.79,20.49, 0.54,1.24e+04,1.86e+03
2013,12,31,14,03,21.42,1611.44,514.76,631.90, 68.43,17.72,20.48, 0.54,7.06e+03,1.40e+03
2013,12,31,14,03,40.16,1622.97,486.21,627.23, 69.22,16.68,20.32, 0.47,1.07e+04,1.73e+03
2013,12,31,14,03,41.41,1623.73,484.30,626.91, 69.27,16.61,20.30, 0.46,1.36e+04,1.95e+03
2013,12,31,14,04,0.16,1634.75,455.58,622.05, 70.06,15.57,20.13, 0.39,1.19e+04,1.82e+03
2013,12,31,14,04,1.41,1635.47,453.66,621.72, 70.12,15.50,20.12, 0.39,1.39e+04,1.97e+03
2013,12,31,14,04,20.16,1645.99,424.79,616.66, 70.91,14.47,19.94, 0.32,1.05e+04,1.71e+03
2013,12,31,14,04,21.41,1646.67,422.87,616.32, 70.97,14.40,19.93, 0.32,1.22e+04,1.85e+03
2013,12,31,14,04,40.16,1656.67,393.87,611.07, 71.77,13.37,19.74, 0.25,1.50e+04,2.05e+03
2013,12,31,14,04,41.41,1657.32,391.93,610.71, 71.83,13.31,19.73, 0.24,9.65e+03,1.64e+03
2013,12,31,14,05,0.16,1666.81,362.81,605.27, 72.64,12.28,19.54, 0.17,9.66e+03,1.65e+03
2013,12,31,14,05,1.41,1667.42,360.87,604.90, 72.69,12.21,19.52, 0.17,9.66e+03,1.65e+03
2013,12,31,14,05,20.16,1676.38,331.63,599.28, 73.51,11.19,19.33, 0.10,1.02e+04,1.70e+03
2013,12,31,14,05,21.41,1676.96,329.68,598.90, 73.56,11.12,19.31, 0.10,1.14e+04,1.79e+03
2013,12,31,14,05,40.15,1685.40,300.36,593.09, 74.38,10.10,19.11, 0.03,9.39e+03,1.63e+03
2013,12,31,14,05,41.40,1685.94,298.40,592.69, 74.43,10.04,19.09, 0.02,1.02e+04,1.70e+03
2013,12,31,14,06,0.15,1693.86,268.97,586.70, 75.26, 9.02,18.88,23.96,8.83e+03,1.58e+03
2013,12,31,14,06,1.40,1694.37,267.01,586.29, 75.31, 8.96,18.87,23.95,1.20e+04,1.84e+03
2013,12,31,14,06,20.14,1701.76,237.51,580.12, 76.14, 7.95,18.66,23.88,1.03e+04,1.70e+03
2013,12,31,14,06,21.39,1702.23,235.54,579.70, 76.20, 7.88,18.64,23.88,1.03e+04,1.70e+03
2013,12,31,14,06,40.14,1709.09,205.95,573.35, 77.03, 6.87,18.42,23.81,8.86e+03,1.58e+03
2013,12,31,14,06,41.39,1709.53,203.98,572.92, 77.08, 6.80,18.41,23.81,1.06e+04,1.73e+03
2013,12,31,14,07,0.14,1715.87,174.33,566.39, 77.92, 5.80,18.18,23.74,9.44e+03,1.63e+03
2013,12,31,14,07,1.39,1716.27,172.35,565.95, 77.98, 5.73,18.16,23.74,1.12e+04,1.78e+03
2013,12,31,14,07,20.14,1722.07,142.65,559.24, 78.81, 4.74,17.93,23.67,8.88e+03,1.59e+03
2013,12,31,14,07,21.39,1722.44,140.67,558.79, 78.87, 4.67,17.92,23.66,1.12e+04,1.78e+03
2013,12,31,14,07,40.14,1727.71,110.92,551.91, 79.71, 3.67,17.68,23.60,1.20e+04,1.85e+03
2013,12,31,14,07,41.39,1728.05,108.93,551.45, 79.77, 3.61,17.67,23.59,1.12e+04,1.78e+03
2013,12,31,14,08,0.14,1732.78, 79.15,544.41, 80.62, 2.62,17.42,23.53,1.03e+04,1.71e+03
2013,12,31,14,08,1.39,1733.08, 77.17,543.93, 80.67, 2.55,17.41,23.52,1.12e+04,1.78e+03
2013,12,31,14,08,20.13,1737.28, 47.38,536.72, 81.52, 1.56,17.16,23.46,1.29e+04,1.92e+03
2013,12,31,14,08,21.38,1737.55, 45.39,536.24, 81.58, 1.50,17.15,23.45,1.04e+04,1.72e+03
2013,12,31,14,08,40.13,1741.22, 15.57,528.86, 82.43, 0.51,16.89,23.39,9.22e+03,1.62e+03
