Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2013,12,24,22,06,49.45,-233.72,-1701.07,-529.96, 59.58,-97.82,-17.15,11.42,0.00e+00,   NaN
2013,12,24,22,06,50.70,-235.73,-1700.91,-529.43, 59.53,-97.89,-17.14,11.41,0.00e+00,   NaN
2013,12,24,22,07,9.45,-265.77,-1698.31,-521.37, 58.90,-98.89,-16.87,11.35,0.00e+00,   NaN
2013,12,24,22,07,10.70,-267.77,-1698.11,-520.83, 58.86,-98.96,-16.86,11.34,0.00e+00,   NaN
2013,12,24,22,07,29.45,-297.73,-1694.96,-512.62, 58.24,-99.96,-16.59,11.27,0.00e+00,4.11e+02
2013,12,24,22,07,30.70,-299.73,-1694.74,-512.06, 58.20,-100.03,-16.57,11.27,0.00e+00,3.89e+02
2013,12,24,22,07,49.45,-329.59,-1691.04,-503.68, 57.58,-101.03,-16.30,11.20,0.00e+00,3.99e+02
2013,12,24,22,07,50.70,-331.58,-1690.78,-503.12, 57.54,-101.10,-16.28,11.20,0.00e+00,3.85e+02
2013,12,24,22,08,9.45,-361.34,-1686.55,-494.58, 56.93,-102.09,-16.00,11.13,9.44e+00,4.48e+02
2013,12,24,22,08,10.70,-363.32,-1686.25,-494.00, 56.89,-102.16,-15.98,11.13,0.00e+00,4.15e+02
2013,12,24,22,08,29.44,-392.94,-1681.48,-485.31, 56.29,-103.15,-15.70,11.06,0.00e+00,4.06e+02
2013,12,24,22,08,30.69,-394.92,-1681.14,-484.73, 56.25,-103.22,-15.68,11.06,3.13e+01,4.40e+02
2013,12,24,22,08,49.44,-424.43,-1675.84,-475.87, 55.65,-104.21,-15.39,10.99,0.00e+00,4.18e+02
2013,12,24,22,08,50.69,-426.40,-1675.46,-475.28, 55.61,-104.28,-15.37,10.99,4.26e+01,4.48e+02
2013,12,24,22,09,9.44,-455.78,-1669.62,-466.28, 55.02,-105.27,-15.08,10.92,0.00e+00,4.09e+02
2013,12,24,22,09,10.69,-457.73,-1669.21,-465.67, 54.98,-105.33,-15.06,10.92,0.00e+00,4.08e+02
2013,12,24,22,09,29.43,-486.95,-1662.83,-456.52, 54.40,-106.32,-14.76,10.85,0.00e+00,4.58e+02
2013,12,24,22,09,30.68,-488.90,-1662.39,-455.91, 54.36,-106.39,-14.74,10.85,0.00e+00,4.59e+02
2013,12,24,22,09,49.43,-517.98,-1655.47,-446.61, 53.79,-107.37,-14.44,10.78,0.00e+00,4.34e+02
2013,12,24,22,09,50.68,-519.91,-1654.99,-445.99, 53.75,-107.44,-14.42,10.78,3.53e+02,4.71e+02
2013,12,24,22,10,9.43,-548.82,-1647.54,-436.55, 53.18,-108.42,-14.11,10.71,0.00e+00,4.45e+02
2013,12,24,22,10,10.68,-550.74,-1647.03,-435.91, 53.14,-108.49,-14.09,10.71,0.00e+00,4.37e+02
2013,12,24,22,10,29.43,-579.48,-1639.05,-426.33, 52.59,-109.47,-13.78,10.64,0.00e+00,3.95e+02
2013,12,24,22,10,30.68,-581.39,-1638.50,-425.69, 52.55,-109.54,-13.76,10.64,0.00e+00,4.72e+02
2013,12,24,22,10,49.43,-609.94,-1629.99,-415.97, 52.00,-110.52,-13.44,10.57,0.00e+00,4.69e+02
2013,12,24,22,10,50.68,-611.84,-1629.41,-415.32, 51.96,-110.58,-13.42,10.57,0.00e+00,4.66e+02
2013,12,24,22,11,9.43,-640.19,-1620.37,-405.47, 51.42,-111.56,-13.10,10.50,2.50e+01,4.72e+02
2013,12,24,22,11,10.68,-642.08,-1619.75,-404.81, 51.38,-111.62,-13.08,10.50,0.00e+00,4.64e+02
2013,12,24,22,11,29.42,-670.21,-1610.20,-394.83, 50.85,-112.60,-12.76,10.43,1.03e+02,4.92e+02
2013,12,24,22,11,30.67,-672.08,-1609.55,-394.16, 50.81,-112.66,-12.73,10.43,0.00e+00,4.73e+02
2013,12,24,22,11,49.42,-700.01,-1599.47,-384.05, 50.28,-113.64,-12.41,10.36,0.00e+00,4.55e+02
2013,12,24,22,11,50.67,-701.87,-1598.78,-383.37, 50.25,-113.70,-12.38,10.36,0.00e+00,4.24e+02
2013,12,24,22,12,9.42,-729.57,-1588.18,-373.14, 49.73,-114.67,-12.05,10.29,0.00e+00,4.81e+02
2013,12,24,22,12,10.67,-731.41,-1587.46,-372.46, 49.69,-114.74,-12.03,10.29,7.11e+01,4.88e+02
2013,12,24,22,12,29.42,-758.88,-1576.35,-362.11, 49.18,-115.71,-11.69,10.22,0.00e+00,4.70e+02
2013,12,24,22,12,30.67,-760.70,-1575.59,-361.41, 49.15,-115.77,-11.67,10.22,4.88e+02,5.24e+02
2013,12,24,22,12,49.42,-787.92,-1563.96,-350.94, 48.65,-116.74,-11.33,10.16,0.00e+00,4.82e+02
2013,12,24,22,12,50.67,-789.73,-1563.17,-350.24, 48.61,-116.80,-11.31,10.15,6.12e+01,4.98e+02
2013,12,24,22,13,9.42,-816.69,-1551.04,-339.66, 48.12,-117.77,-10.97,10.09,3.06e+02,4.84e+02
2013,12,24,22,13,10.67,-818.48,-1550.22,-338.95, 48.09,-117.83,-10.94,10.08,0.00e+00,4.60e+02
2013,12,24,22,13,29.41,-845.17,-1537.59,-328.27, 47.60,-118.80,-10.60,10.02,5.91e+01,5.00e+02
2013,12,24,22,13,30.66,-846.94,-1536.73,-327.55, 47.57,-118.86,-10.57,10.01,0.00e+00,4.72e+02
2013,12,24,22,13,49.41,-873.36,-1523.59,-316.75, 47.10,-119.82,-10.22, 9.95,6.06e+02,5.36e+02
2013,12,24,22,13,50.66,-875.11,-1522.70,-316.03, 47.07,-119.89,-10.20, 9.95,6.90e+02,5.38e+02
2013,12,24,22,14,9.41,-901.26,-1509.07,-305.13, 46.60,-120.85,-9.85, 9.88,0.00e+00,4.91e+02
2013,12,24,22,14,10.66,-902.99,-1508.15,-304.40, 46.57,-120.91,-9.82, 9.88,0.00e+00,4.77e+02
2013,12,24,22,14,29.41,-928.84,-1494.02,-293.40, 46.12,-121.87,-9.47, 9.81,4.37e+02,5.03e+02
