Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2013,12,25,21,14,20.33,-570.19,-1628.05,-531.90, 67.75,-109.30,-17.14,11.43,0.00e+00,0.00e+00
2013,12,25,21,14,21.58,-572.11,-1627.49,-531.38, 67.70,-109.37,-17.12,11.43,2.90e+02,2.90e+02
2013,12,25,21,14,40.33,-600.87,-1618.78,-523.43, 66.89,-110.36,-16.86,11.36,8.78e+02,5.05e+02
2013,12,25,21,14,41.58,-602.78,-1618.18,-522.89, 66.83,-110.43,-16.85,11.36,1.47e+03,6.53e+02
2013,12,25,21,15,0.33,-631.34,-1608.96,-514.77, 66.02,-111.42,-16.59,11.29,1.47e+03,6.53e+02
2013,12,25,21,15,1.58,-633.24,-1608.33,-514.23, 65.97,-111.49,-16.57,11.29,5.88e+02,4.13e+02
2013,12,25,21,15,20.32,-661.59,-1598.60,-505.95, 65.16,-112.48,-16.30,11.22,1.47e+03,6.53e+02
2013,12,25,21,15,21.57,-663.47,-1597.94,-505.39, 65.11,-112.55,-16.28,11.22,8.79e+02,5.05e+02
2013,12,25,21,15,40.32,-691.63,-1587.70,-496.96, 64.30,-113.54,-16.01,11.15,8.79e+02,5.05e+02
2013,12,25,21,15,41.57,-693.50,-1587.01,-496.39, 64.25,-113.60,-15.99,11.15,1.76e+03,7.16e+02
2013,12,25,21,16,0.32,-721.44,-1576.27,-487.80, 63.45,-114.59,-15.72,11.08,8.79e+02,5.05e+02
2013,12,25,21,16,1.57,-723.29,-1575.54,-487.22, 63.39,-114.66,-15.70,11.08,2.64e+03,8.76e+02
2013,12,25,21,16,20.32,-751.00,-1564.30,-478.47, 62.59,-115.65,-15.42,11.01,1.77e+03,7.16e+02
2013,12,25,21,16,21.57,-752.84,-1563.54,-477.88, 62.54,-115.71,-15.40,11.01,2.35e+03,8.27e+02
2013,12,25,21,16,40.32,-780.31,-1551.81,-468.98, 61.75,-116.70,-15.11,10.94,2.91e+02,2.91e+02
2013,12,25,21,16,41.57,-782.14,-1551.01,-468.38, 61.70,-116.76,-15.09,10.94,2.91e+02,2.91e+02
2013,12,25,21,17,0.32,-809.36,-1538.78,-459.34, 60.91,-117.74,-14.80,10.87,0.00e+00,0.00e+00
2013,12,25,21,17,1.57,-811.17,-1537.95,-458.73, 60.85,-117.81,-14.78,10.87,8.80e+02,5.06e+02
2013,12,25,21,17,20.31,-838.12,-1525.24,-449.54, 60.07,-118.79,-14.48,10.80,0.00e+00,0.00e+00
2013,12,25,21,17,21.56,-839.90,-1524.38,-448.92, 60.02,-118.85,-14.46,10.80,5.89e+02,4.14e+02
2013,12,25,21,17,40.31,-866.60,-1511.18,-439.59, 59.24,-119.83,-14.16,10.73,2.91e+02,2.91e+02
2013,12,25,21,17,41.56,-868.37,-1510.28,-438.96, 59.19,-119.90,-14.14,10.73,1.18e+03,5.86e+02
2013,12,25,21,18,0.31,-894.80,-1496.60,-429.49, 58.41,-120.87,-13.84,10.66,0.00e+00,0.00e+00
2013,12,25,21,18,1.56,-896.55,-1495.67,-428.85, 58.36,-120.94,-13.82,10.66,5.89e+02,4.14e+02
2013,12,25,21,18,20.31,-922.68,-1481.52,-419.24, 57.59,-121.91,-13.51,10.59,8.81e+02,5.07e+02
2013,12,25,21,18,21.56,-924.42,-1480.56,-418.60, 57.54,-121.98,-13.49,10.59,1.77e+03,7.18e+02
2013,12,25,21,18,40.31,-950.26,-1465.92,-408.85, 56.78,-122.95,-13.17,10.52,1.18e+03,5.86e+02
2013,12,25,21,18,41.56,-951.97,-1464.93,-408.20, 56.73,-123.02,-13.15,10.52,8.81e+02,5.07e+02
2013,12,25,21,19,0.31,-977.50,-1449.83,-398.33, 55.97,-123.99,-12.83,10.45,2.92e+02,2.92e+02
2013,12,25,21,19,1.56,-979.20,-1448.81,-397.66, 55.92,-124.05,-12.81,10.45,1.18e+03,5.87e+02
2013,12,25,21,19,20.30,-1004.40,-1433.25,-387.67, 55.17,-125.02,-12.49,10.38,8.82e+02,5.07e+02
2013,12,25,21,19,21.55,-1006.08,-1432.19,-387.00, 55.12,-125.09,-12.47,10.38,5.91e+02,4.15e+02
2013,12,25,21,19,40.30,-1030.98,-1416.17,-376.87, 54.38,-126.05,-12.14,10.32,5.91e+02,4.15e+02
2013,12,25,21,19,41.55,-1032.62,-1415.08,-376.20, 54.33,-126.12,-12.12,10.31,1.77e+03,7.19e+02
2013,12,25,21,20,0.29,-1057.18,-1398.61,-365.96, 53.59,-127.08,-11.79,10.25,1.77e+03,7.20e+02
2013,12,25,21,20,1.54,-1058.81,-1397.49,-365.27, 53.54,-127.15,-11.77,10.24,1.47e+03,6.56e+02
2013,12,25,21,20,20.29,-1083.03,-1380.56,-354.91, 52.81,-128.11,-11.43,10.18,1.48e+03,6.56e+02
2013,12,25,21,20,21.54,-1084.64,-1379.42,-354.21, 52.77,-128.18,-11.41,10.17,8.84e+02,5.08e+02
2013,12,25,21,20,40.29,-1108.52,-1362.04,-343.74, 52.04,-129.14,-11.07,10.11,2.92e+02,2.92e+02
2013,12,25,21,20,41.54,-1110.10,-1360.87,-343.03, 52.00,-129.21,-11.05,10.11,1.48e+03,6.57e+02
2013,12,25,21,21,0.29,-1133.62,-1343.05,-332.45, 51.28,-130.17,-10.71,10.04,5.92e+02,4.16e+02
2013,12,25,21,21,1.54,-1135.17,-1341.85,-331.74, 51.23,-130.23,-10.69,10.04,1.48e+03,6.57e+02
2013,12,25,21,21,20.29,-1158.33,-1323.59,-321.04, 50.53,-131.19,-10.34, 9.97,1.48e+03,6.58e+02
2013,12,25,21,21,21.54,-1159.86,-1322.36,-320.33, 50.48,-131.25,-10.32, 9.97,2.07e+03,7.78e+02
2013,12,25,21,21,40.29,-1182.64,-1303.68,-309.53, 49.78,-132.21,-9.97, 9.91,1.78e+03,7.22e+02
2013,12,25,21,21,41.54,-1184.14,-1302.42,-308.81, 49.74,-132.28,-9.95, 9.90,8.86e+02,5.09e+02
2013,12,25,21,22,0.28,-1206.53,-1283.33,-297.92, 49.05,-133.23,-9.60, 9.84,8.86e+02,5.09e+02
2013,12,25,21,22,1.53,-1208.01,-1282.04,-297.19, 49.00,-133.30,-9.58, 9.83,8.86e+02,5.09e+02
2013,12,25,21,22,20.28,-1230.01,-1262.52,-286.19, 48.32,-134.25,-9.22, 9.77,0.00e+00,0.00e+00
2013,12,25,21,22,21.53,-1231.46,-1261.21,-285.46, 48.27,-134.32,-9.20, 9.77,2.93e+02,2.93e+02
2013,12,25,21,22,40.28,-1253.07,-1241.28,-274.37, 47.60,-135.27,-8.84, 9.70,1.19e+03,5.90e+02
2013,12,25,21,22,41.53,-1254.49,-1239.94,-273.63, 47.56,-135.33,-8.82, 9.70,1.19e+03,5.90e+02
2013,12,25,21,23,0.28,-1275.69,-1219.60,-262.46, 46.89,-136.29,-8.46, 9.64,5.94e+02,4.17e+02
2013,12,25,21,23,1.53,-1277.09,-1218.23,-261.71, 46.85,-136.35,-8.43, 9.63,5.94e+02,4.17e+02
2013,12,25,21,23,20.27,-1297.86,-1197.52,-250.46, 46.20,-137.30,-8.07, 9.57,8.88e+02,5.10e+02
2013,12,25,21,23,21.52,-1299.23,-1196.12,-249.70, 46.15,-137.37,-8.05, 9.56,5.94e+02,4.18e+02
2013,12,25,21,23,40.27,-1319.59,-1175.00,-238.36, 45.51,-138.32,-7.68, 9.50,1.19e+03,5.91e+02
2013,12,25,21,23,41.52,-1320.93,-1173.58,-237.60, 45.47,-138.38,-7.66, 9.50,1.19e+03,5.91e+02
2013,12,25,21,24,0.27,-1340.86,-1152.08,-226.19, 44.83,-139.33,-7.29, 9.43,5.95e+02,4.18e+02
2013,12,25,21,24,1.52,-1342.17,-1150.63,-225.42, 44.79,-139.39,-7.27, 9.43,0.00e+00,0.00e+00
2013,12,25,21,24,20.27,-1361.66,-1128.75,-213.93, 44.16,-140.34,-6.90, 9.37,2.08e+03,7.82e+02
2013,12,25,21,24,21.52,-1362.95,-1127.28,-213.16, 44.12,-140.41,-6.87, 9.36,5.95e+02,4.18e+02
2013,12,25,21,24,40.27,-1381.99,-1105.03,-201.60, 43.51,-141.35,-6.50, 9.30,8.90e+02,5.12e+02
2013,12,25,21,24,41.52,-1383.25,-1103.53,-200.83, 43.47,-141.42,-6.48, 9.30,5.96e+02,4.19e+02
2013,12,25,21,25,0.27,-1401.84,-1080.92,-189.20, 42.86,-142.37,-6.10, 9.23,2.68e+03,8.88e+02
2013,12,25,21,25,1.52,-1403.06,-1079.40,-188.43, 42.82,-142.43,-6.08, 9.23,8.90e+02,5.12e+02
2013,12,25,21,25,20.26,-1421.18,-1056.45,-176.75, 42.23,-143.37,-5.70, 9.17,1.79e+03,7.26e+02
2013,12,25,21,25,21.51,-1422.38,-1054.91,-175.96, 42.19,-143.44,-5.67, 9.16,1.49e+03,6.62e+02
2013,12,25,21,25,40.26,-1440.04,-1031.59,-164.22, 41.61,-144.38,-5.30, 9.10,2.08e+03,7.83e+02
