Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,03,16,09,05,20.78,-1705.60,-249.45,509.84, 60.16,-171.68,16.48, 0.57,6.68e+00,1.28e+01
2014,03,16,09,05,22.03,-1706.06,-247.51,509.29, 60.18,-171.75,16.46, 0.57,1.78e+01,1.69e+01
2014,03,16,09,05,23.28,-1706.52,-245.57,508.75, 60.19,-171.81,16.44, 0.56,6.67e+00,1.28e+01
2014,03,16,09,05,35.78,-1711.01,-226.14,503.24, 60.36,-172.47,16.26, 0.52,0.00e+00,6.78e+00
2014,03,16,09,06,18.03,-1724.51,-160.29,484.12, 60.94,-174.69,15.62, 0.37,6.62e+00,1.28e+01
2014,03,16,09,06,19.28,-1724.87,-158.34,483.55, 60.95,-174.76,15.60, 0.37,6.62e+00,1.28e+01
2014,03,16,09,06,20.53,-1725.23,-156.38,482.97, 60.97,-174.82,15.58, 0.36,6.62e+00,1.28e+01
2014,03,16,09,06,33.03,-1728.68,-136.85,477.16, 61.14,-175.47,15.39, 0.32,0.00e+00,6.82e+00
2014,03,16,09,07,15.27,-1738.63,-70.70,457.07, 61.70,-177.67,14.72, 0.17,0.00e+00,6.86e+00
2014,03,16,09,07,16.52,-1738.89,-68.74,456.47, 61.72,-177.74,14.70, 0.17,6.57e+00,1.29e+01
2014,03,16,09,07,17.77,-1739.14,-66.78,455.86, 61.73,-177.80,14.68, 0.16,0.00e+00,6.86e+00
2014,03,16,09,07,30.27,-1741.54,-47.18,449.77, 61.90,-178.45,14.48, 0.12,0.00e+00,6.87e+00
2014,03,16,09,08,12.51,-1747.93, 19.08,428.76, 62.45,179.37,13.78,23.97,6.51e+00,1.29e+01
2014,03,16,09,08,13.76,-1748.08, 21.05,428.12, 62.47,179.31,13.76,23.97,0.00e+00,6.92e+00
2014,03,16,09,08,15.01,-1748.23, 23.01,427.49, 62.48,179.25,13.74,23.97,0.00e+00,6.92e+00
2014,03,16,09,08,27.51,-1749.57, 42.61,421.14, 62.65,178.60,13.53,23.92,6.49e+00,1.29e+01
2014,03,16,09,09,9.76,-1752.39,108.83,399.25, 63.19,176.45,12.81,23.78,0.00e+00,6.97e+00
2014,03,16,09,09,11.01,-1752.43,110.79,398.60, 63.20,176.38,12.79,23.77,1.76e+01,1.70e+01
2014,03,16,09,09,12.26,-1752.47,112.75,397.94, 63.22,176.32,12.77,23.77,0.00e+00,6.98e+00
2014,03,16,09,09,24.76,-1752.76,132.31,391.34, 63.38,175.68,12.55,23.73,0.00e+00,6.99e+00
2014,03,16,09,10,7.00,-1752.00,198.27,368.66, 63.91,173.54,11.81,23.58,3.97e+01,2.31e+01
2014,03,16,09,10,8.25,-1751.94,200.21,367.98, 63.93,173.48,11.79,23.58,1.76e+01,1.71e+01
2014,03,16,09,10,9.50,-1751.87,202.16,367.30, 63.94,173.42,11.77,23.58,6.37e+00,1.30e+01
2014,03,16,09,10,22.00,-1751.10,221.62,360.47, 64.10,172.79,11.54,23.53,0.00e+00,7.06e+00
2014,03,16,09,11,4.25,-1746.77,287.17,337.04, 64.61,170.66,10.78,23.39,1.75e+01,1.71e+01
2014,03,16,09,11,5.50,-1746.60,289.10,336.34, 64.63,170.60,10.76,23.39,1.75e+01,1.71e+01
2014,03,16,09,11,6.75,-1746.43,291.04,335.64, 64.64,170.54,10.73,23.38,0.00e+00,7.11e+00
2014,03,16,09,11,19.25,-1744.60,310.34,328.60, 64.79,169.91,10.51,23.34,2.84e+01,2.03e+01
2014,03,16,09,12,1.49,-1736.71,375.27,304.50, 65.30,167.81, 9.72,23.20,0.00e+00,7.18e+00
2014,03,16,09,12,2.74,-1736.44,377.18,303.78, 65.31,167.74, 9.70,23.20,0.00e+00,7.18e+00
2014,03,16,09,12,3.99,-1736.16,379.09,303.06, 65.33,167.68, 9.68,23.19,6.22e+00,1.31e+01
2014,03,16,09,12,16.49,-1733.29,398.19,295.83, 65.47,167.06, 9.44,23.15,0.00e+00,7.20e+00
2014,03,16,09,12,58.73,-1721.87,462.33,271.13, 65.96,164.97, 8.65,23.01,2.83e+01,2.04e+01
2014,03,16,09,12,59.98,-1721.50,464.22,270.39, 65.97,164.91, 8.62,23.01,0.00e+00,7.26e+00
2014,03,16,09,13,1.23,-1721.12,466.10,269.65, 65.99,164.85, 8.60,23.01,0.00e+00,7.26e+00
2014,03,16,09,13,13.73,-1717.20,484.94,262.26, 66.13,164.23, 8.36,22.96,1.73e+01,1.72e+01
2014,03,16,09,13,55.98,-1702.29,548.13,237.00, 66.60,162.15, 7.55,22.83,2.82e+01,2.04e+01
2014,03,16,09,13,57.23,-1701.81,549.99,236.25, 66.61,162.09, 7.53,22.82,6.04e+00,1.32e+01
2014,03,16,09,13,58.48,-1701.32,551.85,235.50, 66.62,162.03, 7.50,22.82,6.04e+00,1.32e+01
2014,03,16,09,14,10.98,-1696.38,570.38,227.95, 66.76,161.42, 7.26,22.78,0.00e+00,7.35e+00
2014,03,16,09,14,53.22,-1678.02,632.42,202.24, 67.21,159.35, 6.43,22.64,0.00e+00,7.42e+00
2014,03,16,09,14,54.47,-1677.44,634.24,201.47, 67.22,159.29, 6.41,22.64,0.00e+00,7.42e+00
2014,03,16,09,14,55.72,-1676.86,636.06,200.71, 67.23,159.23, 6.39,22.63,0.00e+00,7.42e+00
2014,03,16,09,15,8.22,-1670.90,654.23,193.03, 67.36,158.62, 6.14,22.59,2.81e+01,2.05e+01
2014,03,16,09,15,50.47,-1649.14,714.98,166.91, 67.79,156.56, 5.31,22.46,0.00e+00,7.50e+00
2014,03,16,09,15,51.72,-1648.46,716.76,166.13, 67.80,156.50, 5.28,22.45,0.00e+00,7.50e+00
2014,03,16,09,15,52.97,-1647.77,718.54,165.36, 67.82,156.44, 5.26,22.45,1.71e+01,1.73e+01
2014,03,16,09,16,5.47,-1640.82,736.30,157.58, 67.94,155.83, 5.01,22.41,0.00e+00,7.52e+00
2014,03,16,09,16,47.71,-1615.73,795.57,131.13, 68.35,153.78, 4.16,22.27,2.80e+01,2.06e+01
2014,03,16,09,16,48.96,-1614.95,797.31,130.35, 68.36,153.72, 4.14,22.27,5.74e+00,1.34e+01
2014,03,16,09,16,50.21,-1614.17,799.04,129.56, 68.37,153.66, 4.11,22.26,1.70e+01,1.74e+01
2014,03,16,09,17,2.71,-1606.24,816.34,121.69, 68.49,153.06, 3.86,22.22,1.70e+01,1.74e+01
2014,03,16,09,17,44.96,-1577.89,873.99, 94.99, 68.87,151.02, 3.01,22.09,1.69e+01,1.74e+01
2014,03,16,09,17,46.21,-1577.02,875.68, 94.20, 68.88,150.96, 2.99,22.08,0.00e+00,7.68e+00
2014,03,16,09,17,47.46,-1576.14,877.36, 93.41, 68.89,150.90, 2.96,22.08,0.00e+00,7.68e+00
2014,03,16,09,17,59.96,-1567.26,894.15, 85.47, 69.00,150.29, 2.71,22.04,1.69e+01,1.74e+01
2014,03,16,09,18,42.20,-1535.73,950.00, 58.59, 69.36,148.26, 1.86,21.90,0.00e+00,7.77e+00
2014,03,16,09,18,43.45,-1534.76,951.63, 57.80, 69.38,148.20, 1.83,21.90,1.68e+01,1.75e+01
2014,03,16,09,18,44.70,-1533.79,953.26, 57.00, 69.39,148.14, 1.81,21.90,5.50e+00,1.35e+01
2014,03,16,09,18,57.20,-1523.98,969.50, 49.03, 69.49,147.54, 1.55,21.86,5.48e+00,1.35e+01
2014,03,16,09,19,39.44,-1489.36,1023.41, 22.04, 69.82,145.51, 0.70,21.72,5.38e+00,1.35e+01
2014,03,16,09,19,40.69,-1488.30,1024.99, 21.24, 69.83,145.45, 0.67,21.72,3.90e+01,2.35e+01
2014,03,16,09,19,41.94,-1487.24,1026.56, 20.44, 69.84,145.38, 0.65,21.71,0.00e+00,7.87e+00
2014,03,16,09,19,54.44,-1476.53,1042.20, 12.44, 69.94,144.78, 0.39,21.67,2.76e+01,2.07e+01
2014,03,16,09,20,36.69,-1438.91,1094.04,-14.59, 70.24,142.75,-0.46,21.54,1.65e+01,1.76e+01
2014,03,16,09,20,37.94,-1437.76,1095.55,-15.39, 70.25,142.69,-0.49,21.54,5.25e+00,1.36e+01
2014,03,16,09,20,39.19,-1436.61,1097.05,-16.19, 70.26,142.63,-0.51,21.53,0.00e+00,7.97e+00
2014,03,16,09,20,51.69,-1425.03,1112.05,-24.19, 70.35,142.03,-0.77,21.49,5.22e+00,1.36e+01
2014,03,16,09,21,33.93,-1384.52,1161.65,-51.18, 70.63,140.00,-1.62,21.36,2.74e+01,2.08e+01
2014,03,16,09,21,35.18,-1383.29,1163.09,-51.98, 70.64,139.94,-1.65,21.35,0.00e+00,8.07e+00
2014,03,16,09,21,36.43,-1382.06,1164.54,-52.77, 70.64,139.88,-1.67,21.35,0.00e+00,8.07e+00
2014,03,16,09,21,48.93,-1369.64,1178.85,-60.75, 70.72,139.28,-1.93,21.31,0.00e+00,8.10e+00
2014,03,16,09,22,31.18,-1326.35,1226.10,-87.63, 70.97,137.25,-2.78,21.18,0.00e+00,8.17e+00
2014,03,16,09,22,32.43,-1325.04,1227.48,-88.42, 70.98,137.19,-2.80,21.17,3.86e+01,2.37e+01
2014,03,16,09,22,33.68,-1323.72,1228.84,-89.22, 70.99,137.13,-2.83,21.17,3.86e+01,2.37e+01
2014,03,16,09,22,46.18,-1310.50,1242.44,-97.15, 71.05,136.53,-3.08,21.13,0.00e+00,8.20e+00
2014,03,16,09,23,28.42,-1264.55,1287.19,-123.84, 71.27,134.49,-3.93,20.99,4.83e+00,1.38e+01
2014,03,16,09,23,29.67,-1263.17,1288.49,-124.63, 71.28,134.43,-3.95,20.99,4.82e+00,1.38e+01
2014,03,16,09,23,30.92,-1261.78,1289.78,-125.41, 71.29,134.37,-3.98,20.99,1.61e+01,1.78e+01
2014,03,16,09,23,43.42,-1247.78,1302.63,-133.28, 71.35,133.77,-4.23,20.95,0.00e+00,8.31e+00
2014,03,16,09,24,25.67,-1199.30,1344.78,-159.72, 71.54,131.73,-5.07,20.81,4.67e+00,1.39e+01
2014,03,16,09,24,26.92,-1197.84,1345.99,-160.50, 71.54,131.67,-5.09,20.81,1.60e+01,1.78e+01
2014,03,16,09,24,28.17,-1196.37,1347.21,-161.28, 71.55,131.61,-5.12,20.80,4.67e+00,1.39e+01
2014,03,16,09,24,40.67,-1181.65,1359.26,-169.05, 71.60,131.00,-5.36,20.76,4.63e+00,1.39e+01
2014,03,16,09,25,22.91,-1130.78,1398.68,-195.16, 71.76,128.95,-6.19,20.63,0.00e+00,8.50e+00
2014,03,16,09,25,24.16,-1129.25,1399.81,-195.93, 71.76,128.89,-6.22,20.62,4.51e+00,1.39e+01
2014,03,16,09,25,25.41,-1127.72,1400.94,-196.70, 71.77,128.83,-6.24,20.62,1.58e+01,1.79e+01
2014,03,16,09,25,37.91,-1112.31,1412.18,-204.36, 71.81,128.23,-6.49,20.58,0.00e+00,8.53e+00
2014,03,16,09,26,20.15,-1059.18,1448.76,-230.07, 71.93,126.17,-7.31,20.44,4.35e+00,1.40e+01
2014,03,16,09,26,21.40,-1057.58,1449.81,-230.83, 71.94,126.11,-7.33,20.44,1.57e+01,1.79e+01
2014,03,16,09,26,22.65,-1055.98,1450.86,-231.58, 71.94,126.05,-7.35,20.44,1.57e+01,1.79e+01
