Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,03,21,02,23,41.95,-1565.24,-559.26,665.89, 53.17,-160.34,21.83, 5.17,0.00e+00,   NaN
2014,03,21,02,23,43.20,-1565.84,-557.29,666.16, 53.19,-160.41,21.84, 5.17,0.00e+00,   NaN
2014,03,21,02,23,44.45,-1566.44,-555.32,666.42, 53.20,-160.48,21.85, 5.16,0.00e+00,   NaN
2014,03,21,02,24,3.20,-1575.23,-525.69,670.26, 53.40,-161.54,21.98, 5.09,0.00e+00,   NaN
2014,03,21,02,24,39.19,-1590.76,-468.38,677.06, 53.77,-163.59,22.21, 4.95,0.00e+00,   NaN
2014,03,21,02,24,40.44,-1591.27,-466.38,677.28, 53.79,-163.66,22.22, 4.95,0.00e+00,   NaN
2014,03,21,02,24,41.69,-1591.77,-464.38,677.50, 53.80,-163.74,22.22, 4.95,0.00e+00,   NaN
2014,03,21,02,25,0.44,-1599.10,-434.29,680.72, 54.00,-164.81,22.33, 4.87,4.18e+03,5.43e+02
2014,03,21,02,25,36.43,-1611.81,-376.18,686.33, 54.38,-166.86,22.52, 4.74,4.39e+03,5.55e+02
2014,03,21,02,25,37.68,-1612.22,-374.15,686.51, 54.40,-166.93,22.53, 4.73,4.33e+03,5.52e+02
2014,03,21,02,25,38.93,-1612.63,-372.12,686.69, 54.41,-167.01,22.53, 4.73,2.88e+03,4.63e+02
2014,03,21,02,25,57.68,-1618.47,-341.67,689.28, 54.61,-168.08,22.62, 4.66,4.42e+03,5.56e+02
2014,03,21,02,26,33.68,-1628.33,-282.91,693.68, 55.00,-170.14,22.77, 4.52,3.87e+03,5.25e+02
2014,03,21,02,26,34.93,-1628.64,-280.86,693.82, 55.01,-170.22,22.77, 4.51,3.04e+03,4.74e+02
2014,03,21,02,26,36.18,-1628.95,-278.81,693.96, 55.03,-170.29,22.78, 4.51,3.74e+03,5.18e+02
2014,03,21,02,26,54.93,-1633.30,-248.07,695.92, 55.23,-171.36,22.84, 4.44,3.88e+03,5.27e+02
2014,03,21,02,27,30.92,-1640.28,-188.86,699.10, 55.62,-173.43,22.95, 4.30,2.92e+03,4.68e+02
2014,03,21,02,27,32.17,-1640.49,-186.80,699.19, 55.64,-173.50,22.95, 4.30,3.24e+03,4.89e+02
2014,03,21,02,27,33.42,-1640.70,-184.74,699.29, 55.65,-173.58,22.95, 4.29,3.24e+03,4.90e+02
2014,03,21,02,27,52.17,-1643.55,-153.80,700.61, 55.85,-174.65,23.00, 4.22,4.20e+03,5.49e+02
2014,03,21,02,28,28.17,-1647.63,-94.27,702.56, 56.25,-176.73,23.06, 4.08,3.70e+03,5.21e+02
2014,03,21,02,28,29.42,-1647.74,-92.20,702.62, 56.26,-176.80,23.06, 4.08,3.57e+03,5.14e+02
2014,03,21,02,28,30.67,-1647.85,-90.13,702.67, 56.28,-176.87,23.06, 4.07,3.25e+03,4.93e+02
2014,03,21,02,28,49.42,-1649.19,-59.08,703.35, 56.48,-177.95,23.08, 4.00,2.68e+03,4.56e+02
2014,03,21,02,29,25.41,-1650.37,  0.57,704.07, 56.88,179.98,23.10, 3.86,3.00e+03,4.80e+02
2014,03,21,02,29,26.66,-1650.37,  2.64,704.08, 56.89,179.91,23.10, 3.86,3.07e+03,4.84e+02
2014,03,21,02,29,27.91,-1650.38,  4.71,704.09, 56.90,179.84,23.10, 3.85,2.87e+03,4.72e+02
2014,03,21,02,29,46.66,-1650.21, 35.79,704.14, 57.11,178.76,23.10, 3.78,2.93e+03,4.77e+02
2014,03,21,02,30,22.66,-1648.49, 95.42,703.62, 57.51,176.69,23.08, 3.64,3.21e+03,4.95e+02
2014,03,21,02,30,23.91,-1648.39, 97.49,703.59, 57.52,176.62,23.08, 3.64,2.49e+03,4.46e+02
2014,03,21,02,30,25.16,-1648.30, 99.56,703.56, 57.54,176.54,23.08, 3.63,2.23e+03,4.27e+02
2014,03,21,02,30,43.91,-1646.61,130.57,702.96, 57.74,175.47,23.05, 3.56,3.03e+03,4.83e+02
2014,03,21,02,31,19.90,-1642.00,189.99,701.22, 58.14,173.40,22.99, 3.42,3.38e+03,5.05e+02
2014,03,21,02,31,21.15,-1641.80,192.05,701.15, 58.15,173.33,22.99, 3.42,2.07e+03,4.13e+02
2014,03,21,02,31,22.40,-1641.61,194.11,701.07, 58.17,173.26,22.98, 3.41,2.34e+03,4.33e+02
2014,03,21,02,31,41.15,-1638.42,224.97,699.83, 58.37,172.18,22.94, 3.34,2.86e+03,4.70e+02
2014,03,21,02,32,17.14,-1630.93,284.03,696.87, 58.77,170.12,22.83, 3.20,2.21e+03,4.25e+02
2014,03,21,02,32,18.39,-1630.63,286.07,696.75, 58.78,170.05,22.82, 3.20,2.93e+03,4.77e+02
2014,03,21,02,32,19.64,-1630.34,288.12,696.64, 58.80,169.98,22.82, 3.19,3.52e+03,5.16e+02
2014,03,21,02,32,38.39,-1625.66,318.75,694.76, 59.00,168.91,22.75, 3.12,2.87e+03,4.74e+02
2014,03,21,02,33,14.39,-1615.31,377.29,690.59, 59.40,166.85,22.60, 2.98,2.31e+03,4.41e+02
2014,03,21,02,33,15.64,-1614.92,379.31,690.43, 59.41,166.78,22.60, 2.98,1.92e+03,4.11e+02
2014,03,21,02,33,16.89,-1614.52,381.34,690.27, 59.42,166.71,22.59, 2.97,2.70e+03,4.70e+02
2014,03,21,02,33,35.64,-1608.36,411.65,687.77, 59.63,165.64,22.50, 2.90,2.42e+03,4.53e+02
2014,03,21,02,34,11.63,-1595.19,469.48,682.39, 60.02,163.60,22.31, 2.77,1.80e+03,4.13e+02
2014,03,21,02,34,12.88,-1594.70,471.48,682.19, 60.03,163.53,22.31, 2.76,3.39e+03,5.24e+02
2014,03,21,02,34,14.13,-1594.21,473.48,681.99, 60.04,163.46,22.30, 2.76,1.86e+03,4.19e+02
2014,03,21,02,34,32.88,-1586.59,503.39,678.87, 60.25,162.40,22.19, 2.69,2.90e+03,4.96e+02
