Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,31,11,58,25.41,-1729.20,358.92,-305.47, 54.88,168.27,-9.81,11.51,6.19e+02,4.35e+02
2014,03,31,11,58,26.66,-1728.88,360.84,-304.75, 54.83,168.21,-9.79,11.51,6.19e+02,4.35e+02
2014,03,31,11,58,27.91,-1728.55,362.75,-304.02, 54.78,168.15,-9.77,11.51,9.24e+02,5.32e+02
2014,03,31,11,59,6.91,-1717.34,422.37,-281.16, 53.32,166.18,-9.03,11.38,6.19e+02,4.35e+02
2014,03,31,11,59,22.65,-1712.18,446.27,-271.82, 52.74,165.39,-8.73,11.32,9.24e+02,5.31e+02
2014,03,31,11,59,23.90,-1711.75,448.17,-271.08, 52.69,165.33,-8.71,11.32,1.54e+03,6.86e+02
2014,03,31,11,59,25.15,-1711.32,450.06,-270.34, 52.64,165.27,-8.69,11.31,3.05e+02,3.05e+02
2014,03,31,12,00,4.15,-1696.82,508.84,-246.94, 51.20,163.31,-7.94,11.18,6.18e+02,4.34e+02
2014,03,31,12,00,19.89,-1690.33,532.37,-237.41, 50.62,162.52,-7.63,11.13,9.23e+02,5.31e+02
2014,03,31,12,00,21.14,-1689.80,534.24,-236.65, 50.57,162.46,-7.61,11.13,9.23e+02,5.31e+02
2014,03,31,12,00,22.39,-1689.27,536.10,-235.89, 50.53,162.39,-7.58,11.12,1.85e+03,7.52e+02
2014,03,31,12,01,1.39,-1671.51,593.87,-212.04, 49.10,160.44,-6.82,10.99,9.23e+02,5.31e+02
2014,03,31,12,01,17.14,-1663.71,616.98,-202.32, 48.53,159.65,-6.50,10.94,3.05e+02,3.05e+02
2014,03,31,12,01,18.39,-1663.08,618.81,-201.55, 48.48,159.59,-6.48,10.94,1.85e+03,7.52e+02
2014,03,31,12,01,19.64,-1662.44,620.64,-200.78, 48.44,159.53,-6.46,10.93,1.24e+03,6.14e+02
2014,03,31,12,01,58.64,-1641.46,677.24,-176.52, 47.03,157.58,-5.68,10.80,6.18e+02,4.34e+02
2014,03,31,12,02,14.38,-1632.38,699.83,-166.67, 46.47,156.79,-5.36,10.75,1.85e+03,7.52e+02
2014,03,31,12,02,15.63,-1631.64,701.62,-165.88, 46.43,156.73,-5.34,10.75,1.54e+03,6.86e+02
2014,03,31,12,02,16.88,-1630.90,703.41,-165.10, 46.38,156.67,-5.31,10.74,9.24e+02,5.31e+02
2014,03,31,12,02,55.88,-1606.75,758.66,-140.52, 45.00,154.72,-4.52,10.61,1.24e+03,6.15e+02
2014,03,31,12,03,11.63,-1596.39,780.70,-130.54, 44.45,153.94,-4.20,10.56,1.24e+03,6.15e+02
2014,03,31,12,03,12.88,-1595.55,782.44,-129.74, 44.40,153.88,-4.18,10.56,1.24e+03,6.15e+02
2014,03,31,12,03,14.13,-1594.71,784.18,-128.95, 44.36,153.81,-4.15,10.55,9.24e+02,5.31e+02
2014,03,31,12,03,53.13,-1567.44,837.94,-104.11, 43.01,151.87,-3.35,10.42,6.19e+02,4.35e+02
2014,03,31,12,04,8.87,-1555.85,859.33,-94.04, 42.47,151.09,-3.03,10.37,3.06e+02,3.06e+02
2014,03,31,12,04,10.12,-1554.91,861.02,-93.24, 42.43,151.02,-3.00,10.37,3.06e+02,3.06e+02
2014,03,31,12,04,11.37,-1553.97,862.71,-92.44, 42.39,150.96,-2.98,10.36,9.24e+02,5.31e+02
2014,03,31,12,04,50.37,-1523.66,914.81,-67.41, 41.07,149.02,-2.17,10.23,1.24e+03,6.15e+02
2014,03,31,12,05,6.12,-1510.84,935.50,-57.27, 40.55,148.23,-1.85,10.18,9.25e+02,5.32e+02
2014,03,31,12,05,7.37,-1509.81,937.14,-56.46, 40.50,148.17,-1.82,10.18,9.25e+02,5.32e+02
2014,03,31,12,05,8.62,-1508.78,938.77,-55.66, 40.46,148.11,-1.79,10.17,3.06e+02,3.06e+02
2014,03,31,12,05,47.62,-1475.49,989.06,-30.51, 39.18,146.17,-0.98,10.05,9.25e+02,5.32e+02
2014,03,31,12,06,3.36,-1461.50,1008.98,-20.34, 38.67,145.38,-0.66, 9.99,6.19e+02,4.35e+02
2014,03,31,12,06,4.61,-1460.37,1010.55,-19.54, 38.63,145.32,-0.63, 9.99,9.25e+02,5.32e+02
2014,03,31,12,06,5.86,-1459.25,1012.13,-18.73, 38.59,145.25,-0.60, 9.98,9.25e+02,5.32e+02
2014,03,31,12,06,44.86,-1423.08,1060.45,  6.47, 37.35,143.31, 0.21, 9.86,9.25e+02,5.32e+02
2014,03,31,12,07,0.60,-1407.94,1079.55, 16.64, 36.86,142.52, 0.54, 9.80,6.20e+02,4.35e+02
2014,03,31,12,07,1.85,-1406.72,1081.06, 17.45, 36.82,142.46, 0.56, 9.80,9.26e+02,5.32e+02
2014,03,31,12,07,3.10,-1405.51,1082.56, 18.25, 36.78,142.40, 0.59, 9.80,6.20e+02,4.35e+02
2014,03,31,12,07,42.10,-1366.55,1128.77, 43.42, 35.58,140.44, 1.40, 9.67,9.26e+02,5.32e+02
2014,03,31,12,07,57.85,-1350.30,1147.00, 53.57, 35.11,139.65, 1.73, 9.61,1.24e+03,6.16e+02
2014,03,31,12,07,59.10,-1348.99,1148.44, 54.38, 35.07,139.59, 1.76, 9.61,6.20e+02,4.36e+02
2014,03,31,12,08,0.35,-1347.69,1149.87, 55.18, 35.03,139.53, 1.78, 9.60,9.26e+02,5.32e+02
2014,03,31,12,08,39.35,-1306.06,1193.83, 80.25, 33.89,137.57, 2.60, 9.48,1.86e+03,7.55e+02
2014,03,31,12,08,55.09,-1288.75,1211.12, 90.34, 33.43,136.78, 2.92, 9.42,6.20e+02,4.36e+02
2014,03,31,12,08,56.34,-1287.36,1212.48, 91.14, 33.40,136.72, 2.95, 9.42,9.26e+02,5.33e+02
2014,03,31,12,08,57.59,-1285.98,1213.84, 91.94, 33.36,136.65, 2.98, 9.41,1.24e+03,6.16e+02
2014,03,31,12,09,36.59,-1241.77,1255.41,116.84, 32.27,134.69, 3.79, 9.28,1.55e+03,6.88e+02
