Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,27,18,23,18.15,-1493.25,-964.86,-299.91, 65.57,-147.13,-9.58,11.45,1.53e+03,6.79e+02
2014,03,27,18,23,19.40,-1494.36,-963.28,-299.18, 65.52,-147.19,-9.55,11.44,6.12e+02,4.30e+02
2014,03,27,18,23,20.65,-1495.47,-961.69,-298.45, 65.48,-147.26,-9.53,11.44,9.14e+02,5.25e+02
2014,03,27,18,23,59.65,-1529.17,-911.49,-275.59, 64.02,-149.20,-8.80,11.31,9.14e+02,5.25e+02
2014,03,27,18,24,15.40,-1542.23,-890.88,-266.25, 63.44,-149.99,-8.50,11.26,0.00e+00,0.00e+00
2014,03,27,18,24,16.65,-1543.25,-889.24,-265.51, 63.39,-150.05,-8.48,11.25,3.02e+02,3.02e+02
2014,03,27,18,24,17.90,-1544.27,-887.59,-264.77, 63.35,-150.11,-8.45,11.25,9.14e+02,5.25e+02
2014,03,27,18,24,56.90,-1575.07,-835.70,-241.39, 61.91,-152.05,-7.71,11.12,6.12e+02,4.30e+02
2014,03,27,18,25,12.64,-1586.93,-814.45,-231.87, 61.33,-152.83,-7.41,11.07,6.12e+02,4.30e+02
2014,03,27,18,25,13.89,-1587.86,-812.75,-231.11, 61.28,-152.89,-7.38,11.06,2.14e+03,8.03e+02
2014,03,27,18,25,15.14,-1588.78,-811.06,-230.35, 61.24,-152.96,-7.36,11.06,2.14e+03,8.03e+02
2014,03,27,18,25,54.14,-1616.59,-757.61,-206.54, 59.82,-154.89,-6.60,10.93,0.00e+00,0.00e+00
2014,03,27,18,26,9.89,-1627.23,-735.74,-196.84, 59.25,-155.67,-6.29,10.88,6.12e+02,4.30e+02
2014,03,27,18,26,11.14,-1628.06,-734.00,-196.07, 59.20,-155.73,-6.27,10.87,0.00e+00,0.00e+00
2014,03,27,18,26,12.39,-1628.89,-732.26,-195.30, 59.16,-155.79,-6.24,10.87,9.14e+02,5.26e+02
2014,03,27,18,26,51.39,-1653.62,-677.39,-171.10, 57.76,-157.72,-5.47,10.74,1.22e+03,6.08e+02
2014,03,27,18,27,7.13,-1663.00,-655.00,-161.27, 57.20,-158.50,-5.16,10.69,3.02e+02,3.02e+02
2014,03,27,18,27,8.38,-1663.73,-653.21,-160.49, 57.15,-158.56,-5.13,10.69,6.12e+02,4.30e+02
2014,03,27,18,27,9.63,-1664.45,-651.43,-159.71, 57.11,-158.63,-5.11,10.68,9.15e+02,5.26e+02
2014,03,27,18,27,48.63,-1686.03,-595.30,-135.20, 55.74,-160.55,-4.32,10.55,1.23e+03,6.09e+02
2014,03,27,18,28,4.37,-1694.11,-572.43,-125.25, 55.19,-161.33,-4.01,10.50,2.14e+03,8.05e+02
2014,03,27,18,28,5.62,-1694.74,-570.60,-124.46, 55.15,-161.39,-3.98,10.50,3.03e+02,3.03e+02
2014,03,27,18,28,6.87,-1695.37,-568.78,-123.67, 55.10,-161.45,-3.96,10.49,3.03e+02,3.03e+02
2014,03,27,18,28,45.87,-1713.71,-511.54,-98.92, 53.76,-163.38,-3.17,10.37,1.23e+03,6.09e+02
2014,03,27,18,29,1.62,-1720.49,-488.23,-88.88, 53.23,-164.16,-2.85,10.32,3.03e+02,3.03e+02
2014,03,27,18,29,2.87,-1721.01,-486.38,-88.08, 53.18,-164.22,-2.82,10.31,9.16e+02,5.27e+02
2014,03,27,18,29,4.12,-1721.53,-484.52,-87.28, 53.14,-164.28,-2.79,10.31,9.16e+02,5.27e+02
2014,03,27,18,29,43.12,-1736.58,-426.33,-62.35, 51.83,-166.21,-2.00,10.18,9.17e+02,5.27e+02
2014,03,27,18,29,58.86,-1742.01,-402.68,-52.26, 51.31,-166.98,-1.67,10.13,6.14e+02,4.31e+02
2014,03,27,18,30,0.11,-1742.43,-400.79,-51.46, 51.27,-167.05,-1.65,10.12,9.17e+02,5.27e+02
2014,03,27,18,30,1.36,-1742.84,-398.91,-50.66, 51.23,-167.11,-1.62,10.12,1.53e+03,6.81e+02
2014,03,27,18,30,40.36,-1754.55,-339.92,-25.61, 49.96,-169.04,-0.82, 9.99,9.18e+02,5.28e+02
2014,03,27,18,30,56.11,-1758.62,-315.97,-15.49, 49.45,-169.81,-0.50, 9.94,3.03e+02,3.03e+02
2014,03,27,18,30,57.36,-1758.93,-314.06,-14.68, 49.41,-169.88,-0.47, 9.94,1.53e+03,6.82e+02
2014,03,27,18,30,58.61,-1759.24,-312.16,-13.88, 49.37,-169.94,-0.45, 9.93,3.03e+02,3.03e+02
2014,03,27,18,31,37.61,-1767.55,-252.54, 11.20, 48.14,-171.87, 0.36, 9.80,1.84e+03,7.48e+02
2014,03,27,18,31,53.35,-1770.25,-228.38, 21.32, 47.65,-172.65, 0.68, 9.75,9.19e+02,5.28e+02
2014,03,27,18,31,54.60,-1770.45,-226.46, 22.13, 47.61,-172.71, 0.71, 9.75,1.23e+03,6.11e+02
2014,03,27,18,31,55.85,-1770.64,-224.54, 22.93, 47.57,-172.77, 0.74, 9.74,9.19e+02,5.28e+02
2014,03,27,18,32,34.85,-1775.53,-164.46, 47.98, 46.38,-174.71, 1.54, 9.62,1.85e+03,7.49e+02
2014,03,27,18,32,50.60,-1776.85,-140.14, 58.08, 45.91,-175.49, 1.87, 9.56,6.16e+02,4.33e+02
2014,03,27,18,32,51.85,-1776.93,-138.20, 58.88, 45.87,-175.55, 1.89, 9.56,1.23e+03,6.12e+02
2014,03,27,18,32,53.10,-1777.02,-136.27, 59.68, 45.83,-175.61, 1.92, 9.56,1.23e+03,6.12e+02
2014,03,27,18,33,32.10,-1778.46,-75.91, 84.63, 44.69,-177.56, 2.72, 9.43,9.20e+02,5.29e+02
