Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,03,05,13,15,29.52,-916.81,1542.92,-344.58, 90.14,120.72,-10.87,11.28,0.00e+00,   NaN
2014,03,05,13,15,30.77,-915.20,1543.97,-343.89, 90.09,120.66,-10.85,11.27,0.00e+00,   NaN
2014,03,05,13,15,32.02,-913.59,1545.02,-343.20, 90.03,120.60,-10.82,11.27,0.00e+00,   NaN
2014,03,05,13,15,50.77,-889.26,1560.50,-332.86, 89.27,119.68,-10.50,11.21,0.00e+00,   NaN
2014,03,05,13,16,26.76,-841.87,1588.96,-312.73, 87.80,117.92,-9.87,11.09,0.00e+00,   NaN
2014,03,05,13,16,28.01,-840.20,1589.92,-312.03, 87.74,117.85,-9.84,11.09,0.00e+00,   NaN
2014,03,05,13,16,29.26,-838.54,1590.88,-311.32, 87.69,117.79,-9.82,11.08,0.00e+00,   NaN
2014,03,05,13,16,48.01,-813.46,1604.99,-300.69, 86.91,116.88,-9.49,11.02,0.00e+00,3.27e+02
2014,03,05,13,17,24.01,-764.67,1630.79,-280.05, 85.41,115.12,-8.84,10.90,0.00e+00,3.29e+02
2014,03,05,13,17,25.26,-762.96,1631.65,-279.33, 85.35,115.06,-8.82,10.90,0.00e+00,3.09e+02
2014,03,05,13,17,26.51,-761.25,1632.52,-278.61, 85.30,115.00,-8.79,10.90,2.96e+02,3.77e+02
2014,03,05,13,17,45.26,-735.48,1645.21,-267.73, 84.51,114.09,-8.45,10.84,1.28e+02,3.57e+02
2014,03,05,13,18,21.25,-685.44,1668.26,-246.64, 82.97,112.34,-7.79,10.72,2.41e+02,3.72e+02
2014,03,05,13,18,22.50,-683.69,1669.02,-245.90, 82.92,112.28,-7.76,10.71,1.05e+02,3.61e+02
2014,03,05,13,18,23.75,-681.94,1669.79,-245.16, 82.86,112.22,-7.74,10.71,2.32e+02,3.73e+02
2014,03,05,13,18,42.50,-655.55,1681.03,-234.06, 82.05,111.30,-7.39,10.65,0.00e+00,3.48e+02
2014,03,05,13,19,18.50,-604.37,1701.26,-212.56, 80.49,109.56,-6.71,10.53,1.12e+01,3.82e+02
2014,03,05,13,19,19.75,-602.58,1701.93,-211.81, 80.44,109.50,-6.69,10.53,6.98e+01,3.88e+02
2014,03,05,13,19,21.00,-600.79,1702.60,-211.06, 80.38,109.44,-6.67,10.53,0.00e+00,3.16e+02
2014,03,05,13,19,39.75,-573.85,1712.35,-199.76, 79.56,108.53,-6.31,10.47,7.89e+02,4.27e+02
2014,03,05,13,20,15.74,-521.69,1729.68,-177.92, 77.98,106.78,-5.62,10.35,0.00e+00,3.65e+02
2014,03,05,13,20,16.99,-519.86,1730.25,-177.16, 77.93,106.72,-5.60,10.35,2.20e+01,3.94e+02
2014,03,05,13,20,18.24,-518.04,1730.82,-176.39, 77.87,106.66,-5.58,10.34,0.00e+00,3.72e+02
2014,03,05,13,20,36.99,-490.62,1739.05,-164.93, 77.05,105.75,-5.22,10.28,0.00e+00,3.59e+02
2014,03,05,13,21,12.99,-437.58,1753.44,-142.79, 75.45,104.01,-4.52,10.17,0.00e+00,3.77e+02
2014,03,05,13,21,14.24,-435.73,1753.91,-142.02, 75.39,103.95,-4.49,10.16,4.61e+01,3.82e+02
2014,03,05,13,21,15.49,-433.88,1754.37,-141.25, 75.34,103.89,-4.47,10.16,0.00e+00,3.64e+02
2014,03,05,13,21,34.24,-406.05,1761.05,-129.65, 74.50,102.98,-4.10,10.10,2.33e+02,3.89e+02
2014,03,05,13,22,10.23,-352.30,1772.44,-107.29, 72.89,101.24,-3.40, 9.98,3.67e+02,4.23e+02
2014,03,05,13,22,11.48,-350.43,1772.80,-106.51, 72.84,101.18,-3.37, 9.98,9.34e+01,4.02e+02
2014,03,05,13,22,12.73,-348.55,1773.16,-105.73, 72.78,101.12,-3.35, 9.97,0.00e+00,3.56e+02
2014,03,05,13,22,31.48,-320.39,1778.27,-94.03, 71.94,100.21,-2.98, 9.91,0.00e+00,3.94e+02
2014,03,05,13,23,7.47,-266.06,1786.61,-71.50, 70.33,98.47,-2.27, 9.80,0.00e+00,4.12e+02
2014,03,05,13,23,8.72,-264.17,1786.86,-70.71, 70.27,98.41,-2.24, 9.79,3.78e+02,4.54e+02
2014,03,05,13,23,9.97,-262.28,1787.12,-69.93, 70.21,98.35,-2.22, 9.79,0.00e+00,4.08e+02
2014,03,05,13,23,28.72,-233.85,1790.63,-58.15, 69.37,97.44,-1.84, 9.73,2.85e+02,4.31e+02
2014,03,05,13,24,4.72,-179.09,1795.90,-35.50, 67.75,95.69,-1.13, 9.61,7.66e+01,4.16e+02
2014,03,05,13,24,5.97,-177.18,1796.05,-34.71, 67.70,95.63,-1.10, 9.61,0.00e+00,4.00e+02
2014,03,05,13,24,7.22,-175.28,1796.19,-33.93, 67.64,95.57,-1.08, 9.61,5.36e+02,4.53e+02
2014,03,05,13,24,25.97,-146.67,1798.09,-22.11, 66.80,94.66,-0.70, 9.55,2.31e+01,4.42e+02
2014,03,05,13,25,1.96,-91.63,1800.25,  0.58, 65.19,92.91, 0.02, 9.43,0.00e+00,4.04e+02
2014,03,05,13,25,3.21,-89.72,1800.29,  1.37, 65.13,92.85, 0.04, 9.43,0.00e+00,4.21e+02
2014,03,05,13,25,4.46,-87.81,1800.33,  2.16, 65.07,92.79, 0.07, 9.42,3.68e+02,4.85e+02
2014,03,05,13,25,23.21,-59.09,1800.61, 13.98, 64.23,91.88, 0.44, 9.36,1.74e+02,4.52e+02
2014,03,05,13,25,59.21, -3.91,1799.65, 36.67, 62.63,90.12, 1.17, 9.25,3.55e+02,4.78e+02
2014,03,05,13,26,0.46, -2.00,1799.58, 37.46, 62.57,90.06, 1.19, 9.24,0.00e+00,4.28e+02
2014,03,05,13,26,1.71, -0.08,1799.51, 38.24, 62.51,90.00, 1.22, 9.24,0.00e+00,4.44e+02
2014,03,05,13,26,20.46, 28.66,1798.15, 50.04, 61.68,89.09, 1.59, 9.18,0.00e+00,4.02e+02
2014,03,05,13,26,56.45, 83.80,1794.06, 72.65, 60.08,87.33, 2.32, 9.06,0.00e+00,4.39e+02
2014,03,05,13,26,57.70, 85.72,1793.88, 73.43, 60.03,87.26, 2.34, 9.06,1.83e+01,4.54e+02
2014,03,05,13,26,58.95, 87.63,1793.70, 74.21, 59.97,87.20, 2.37, 9.05,0.00e+00,4.02e+02
2014,03,05,13,27,17.70,116.32,1790.71, 85.96, 59.14,86.28, 2.74, 8.99,6.64e+02,4.95e+02
2014,03,05,13,27,53.70,171.30,1783.47,108.43, 57.56,84.51, 3.46, 8.88,6.89e+01,4.51e+02
2014,03,05,13,27,54.95,173.20,1783.19,109.21, 57.50,84.45, 3.49, 8.87,6.83e+02,4.94e+02
2014,03,05,13,27,56.20,175.11,1782.90,109.98, 57.45,84.39, 3.51, 8.87,2.80e+02,4.66e+02
2014,03,05,13,28,14.95,203.67,1778.28,121.64, 56.63,83.47, 3.89, 8.81,2.21e+02,4.60e+02
2014,03,05,13,28,50.94,258.30,1767.91,143.90, 55.07,81.69, 4.60, 8.69,2.27e+02,4.70e+02
2014,03,05,13,28,52.19,260.19,1767.52,144.67, 55.01,81.63, 4.63, 8.68,6.99e+02,5.03e+02
2014,03,05,13,28,53.44,262.09,1767.12,145.44, 54.96,81.56, 4.65, 8.68,0.00e+00,4.50e+02
2014,03,05,13,29,12.19,290.43,1760.87,156.97, 54.15,80.63, 5.03, 8.62,4.99e+02,4.80e+02
2014,03,05,13,29,48.18,344.58,1747.39,178.97, 52.61,78.84, 5.74, 8.50,0.00e+00,4.50e+02
2014,03,05,13,29,49.43,346.45,1746.89,179.73, 52.56,78.78, 5.76, 8.50,2.97e+02,4.75e+02
2014,03,05,13,29,50.68,348.32,1746.39,180.49, 52.51,78.72, 5.79, 8.49,8.36e+02,5.12e+02
2014,03,05,13,30,9.43,376.37,1738.52,191.86, 51.71,77.78, 6.16, 8.43,6.31e+02,5.08e+02
2014,03,05,13,30,45.43,429.89,1721.95,213.54, 50.21,75.98, 6.86, 8.31,0.00e+00,4.79e+02
2014,03,05,13,30,46.68,431.74,1721.34,214.29, 50.15,75.92, 6.89, 8.31,3.54e+01,4.84e+02
2014,03,05,13,30,47.93,433.59,1720.73,215.04, 50.10,75.86, 6.91, 8.30,0.00e+00,4.46e+02
2014,03,05,13,31,6.68,461.26,1711.27,226.23, 49.32,74.91, 7.27, 8.24,4.14e+01,5.03e+02
