Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,29,00,32,20.32,792.93,-1537.14,-602.84, 94.25,-62.71,-19.22,18.11,4.69e+03,1.17e+03
2014,03,29,00,32,21.57,791.10,-1537.92,-603.25, 94.26,-62.78,-19.23,18.11,5.87e+03,1.30e+03
2014,03,29,00,32,22.82,789.27,-1538.71,-603.66, 94.26,-62.84,-19.24,18.10,4.11e+03,1.09e+03
2014,03,29,00,33,1.81,731.70,-1562.15,-616.06, 94.33,-64.90,-19.65,17.97,3.23e+03,9.69e+02
2014,03,29,00,33,17.56,708.21,-1571.08,-620.86, 94.35,-65.74,-19.81,17.91,2.94e+03,9.25e+02
2014,03,29,00,33,18.81,706.33,-1571.77,-621.23, 94.35,-65.80,-19.82,17.91,3.53e+03,1.01e+03
2014,03,29,00,33,20.06,704.46,-1572.47,-621.61, 94.35,-65.87,-19.84,17.90,3.24e+03,9.70e+02
2014,03,29,00,33,59.06,645.60,-1593.10,-632.91, 94.36,-67.94,-20.21,17.76,1.47e+03,6.56e+02
2014,03,29,00,34,14.81,621.61,-1600.89,-637.26, 94.36,-68.78,-20.36,17.71,5.61e+03,1.28e+03
2014,03,29,00,34,16.06,619.70,-1601.49,-637.60, 94.36,-68.85,-20.37,17.70,4.14e+03,1.10e+03
2014,03,29,00,34,17.31,617.79,-1602.09,-637.94, 94.36,-68.91,-20.38,17.70,4.43e+03,1.14e+03
2014,03,29,00,34,56.31,557.80,-1619.87,-648.11, 94.31,-71.00,-20.72,17.56,4.45e+03,1.14e+03
2014,03,29,00,35,12.05,533.39,-1626.48,-651.99, 94.28,-71.84,-20.85,17.50,3.26e+03,9.79e+02
2014,03,29,00,35,13.30,531.45,-1626.99,-652.29, 94.27,-71.91,-20.86,17.50,2.67e+03,8.85e+02
2014,03,29,00,35,14.55,529.50,-1627.50,-652.59, 94.27,-71.98,-20.87,17.50,2.97e+03,9.34e+02
2014,03,29,00,35,53.55,468.54,-1642.37,-661.61, 94.16,-74.08,-21.18,17.36,2.38e+03,8.38e+02
2014,03,29,00,36,9.29,443.75,-1647.80,-665.02, 94.11,-74.93,-21.29,17.30,2.39e+03,8.39e+02
2014,03,29,00,36,10.55,441.78,-1648.22,-665.28, 94.10,-75.00,-21.30,17.30,2.09e+03,7.84e+02
2014,03,29,00,36,11.80,439.81,-1648.63,-665.55, 94.10,-75.06,-21.31,17.29,2.68e+03,8.89e+02
2014,03,29,00,36,50.80,378.04,-1660.55,-673.38, 93.93,-77.17,-21.57,17.15,2.09e+03,7.87e+02
2014,03,29,00,37,6.54,352.97,-1664.78,-676.30, 93.85,-78.03,-21.67,17.09,1.80e+03,7.30e+02
2014,03,29,00,37,7.79,350.98,-1665.10,-676.53, 93.84,-78.10,-21.68,17.09,2.40e+03,8.43e+02
2014,03,29,00,37,9.04,348.98,-1665.42,-676.76, 93.84,-78.17,-21.69,17.08,8.96e+02,5.15e+02
2014,03,29,00,37,48.03,286.56,-1674.35,-683.38, 93.61,-80.29,-21.91,16.94,3.01e+03,9.46e+02
2014,03,29,00,38,3.77,261.26,-1677.38,-685.82, 93.50,-81.15,-22.00,16.89,3.01e+03,9.47e+02
2014,03,29,00,38,5.03,259.25,-1677.60,-686.01, 93.50,-81.22,-22.00,16.88,2.41e+03,8.47e+02
2014,03,29,00,38,6.28,257.24,-1677.83,-686.20, 93.49,-81.28,-22.01,16.88,2.41e+03,8.47e+02
2014,03,29,00,38,45.27,194.32,-1683.75,-691.60, 93.20,-83.42,-22.20,16.74,1.82e+03,7.36e+02
2014,03,29,00,39,1.02,168.85,-1685.56,-693.55, 93.07,-84.28,-22.26,16.68,9.05e+02,5.20e+02
2014,03,29,00,39,2.27,166.82,-1685.69,-693.69, 93.06,-84.35,-22.27,16.67,2.12e+03,7.96e+02
2014,03,29,00,39,3.52,164.80,-1685.82,-693.84, 93.05,-84.42,-22.28,16.67,1.21e+03,6.02e+02
2014,03,29,00,39,42.52,101.57,-1688.72,-698.01, 92.71,-86.56,-22.42,16.53,3.04e+03,9.55e+02
2014,03,29,00,39,58.27, 76.01,-1689.30,-699.45, 92.56,-87.42,-22.47,16.47,9.09e+02,5.23e+02
2014,03,29,00,39,59.52, 73.98,-1689.33,-699.56, 92.55,-87.49,-22.48,16.46,1.83e+03,7.41e+02
2014,03,29,00,40,0.77, 71.95,-1689.36,-699.67, 92.53,-87.56,-22.48,16.46,1.22e+03,6.05e+02
2014,03,29,00,40,39.77,  8.56,-1689.23,-702.59, 92.13,-89.71,-22.58,16.32,1.22e+03,6.07e+02
2014,03,29,00,40,55.52,-17.05,-1688.59,-703.53, 91.96,-90.58,-22.62,16.26,1.52e+03,6.78e+02
2014,03,29,00,40,56.77,-19.08,-1688.52,-703.60, 91.95,-90.65,-22.62,16.25,6.11e+02,4.30e+02
2014,03,29,00,40,58.02,-21.11,-1688.45,-703.66, 91.93,-90.72,-22.62,16.25,1.83e+03,7.44e+02
2014,03,29,00,41,37.02,-84.49,-1685.28,-705.33, 91.48,-92.87,-22.68,16.11,1.23e+03,6.09e+02
2014,03,29,00,41,52.76,-110.04,-1683.41,-705.75, 91.28,-93.74,-22.70,16.05,2.45e+03,8.62e+02
2014,03,29,00,41,54.01,-112.07,-1683.25,-705.78, 91.27,-93.81,-22.70,16.04,1.84e+03,7.47e+02
2014,03,29,00,41,55.26,-114.10,-1683.09,-705.81, 91.25,-93.88,-22.70,16.04,1.23e+03,6.10e+02
2014,03,29,00,42,34.26,-177.30,-1676.88,-706.21, 90.74,-96.04,-22.72,15.90,1.85e+03,7.49e+02
2014,03,29,00,42,50.01,-202.76,-1673.79,-706.12, 90.52,-96.91,-22.72,15.84,1.54e+03,6.83e+02
2014,03,29,00,42,51.26,-204.78,-1673.53,-706.11, 90.50,-96.98,-22.72,15.83,9.20e+02,5.29e+02
2014,03,29,00,42,52.51,-206.80,-1673.27,-706.10, 90.49,-97.05,-22.72,15.83,1.85e+03,7.50e+02
2014,03,29,00,43,31.50,-269.65,-1664.04,-705.23, 89.92,-99.20,-22.70,15.68,6.17e+02,4.34e+02
