Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,29,02,57,27.62,-1700.36,-498.86,-301.23, 60.05,-163.65,-9.65,11.45,5.76e+02,4.04e+02
2014,03,29,02,57,28.87,-1700.99,-497.02,-300.50, 60.02,-163.71,-9.62,11.45,0.00e+00,0.00e+00
2014,03,29,02,57,30.12,-1701.61,-495.19,-299.78, 59.98,-163.77,-9.60,11.44,1.44e+03,6.39e+02
2014,03,29,02,58,9.12,-1719.91,-437.56,-276.92, 58.78,-165.73,-8.87,11.31,8.60e+02,4.95e+02
2014,03,29,02,58,24.86,-1726.67,-414.14,-267.59, 58.29,-166.51,-8.57,11.26,8.61e+02,4.95e+02
2014,03,29,02,58,26.11,-1727.19,-412.28,-266.85, 58.25,-166.57,-8.55,11.26,5.76e+02,4.05e+02
2014,03,29,02,58,27.36,-1727.71,-410.41,-266.11, 58.22,-166.64,-8.52,11.25,2.85e+02,2.85e+02
2014,03,29,02,59,6.36,-1742.73,-351.98,-242.74, 57.02,-168.58,-7.77,11.12,5.77e+02,4.05e+02
2014,03,29,02,59,22.11,-1748.16,-328.25,-233.21, 56.53,-169.37,-7.47,11.07,8.62e+02,4.96e+02
2014,03,29,02,59,23.36,-1748.58,-326.36,-232.45, 56.50,-169.43,-7.45,11.07,2.02e+03,7.58e+02
2014,03,29,02,59,24.61,-1748.99,-324.47,-231.69, 56.46,-169.49,-7.42,11.06,5.77e+02,4.05e+02
2014,03,29,03,00,3.61,-1760.68,-265.40,-207.87, 55.27,-171.43,-6.66,10.93,1.16e+03,5.74e+02
2014,03,29,03,00,19.35,-1764.75,-241.45,-198.18, 54.79,-172.21,-6.35,10.88,1.16e+03,5.74e+02
2014,03,29,03,00,20.60,-1765.06,-239.55,-197.41, 54.75,-172.27,-6.32,10.88,1.73e+03,7.03e+02
2014,03,29,03,00,21.85,-1765.37,-237.64,-196.64, 54.71,-172.33,-6.30,10.87,8.63e+02,4.96e+02
2014,03,29,03,01,0.85,-1773.69,-178.09,-172.43, 53.53,-174.27,-5.53,10.74,2.86e+02,2.86e+02
2014,03,29,03,01,16.60,-1776.40,-153.96,-162.59, 53.05,-175.05,-5.21,10.69,1.44e+03,6.42e+02
2014,03,29,03,01,17.85,-1776.59,-152.05,-161.81, 53.02,-175.11,-5.19,10.69,1.74e+03,7.05e+02
2014,03,29,03,01,19.10,-1776.79,-150.13,-161.03, 52.98,-175.17,-5.16,10.68,2.32e+03,8.14e+02
2014,03,29,03,01,58.10,-1781.71,-90.26,-136.50, 51.81,-177.10,-4.38,10.56,1.16e+03,5.76e+02
2014,03,29,03,02,13.84,-1783.03,-66.06,-126.55, 51.34,-177.88,-4.06,10.50,1.16e+03,5.76e+02
2014,03,29,03,02,15.09,-1783.12,-64.13,-125.76, 51.30,-177.94,-4.03,10.50,1.74e+03,7.06e+02
2014,03,29,03,02,16.34,-1783.21,-62.21,-124.97, 51.27,-178.00,-4.01,10.50,2.86e+02,2.86e+02
2014,03,29,03,02,55.34,-1784.70, -2.19,-100.20, 50.11,-179.93,-3.21,10.37,5.81e+02,4.08e+02
2014,03,29,03,03,11.09,-1784.64, 22.05,-90.15, 49.65,179.29,-2.89,10.32,1.74e+03,7.08e+02
2014,03,29,03,03,12.34,-1784.62, 23.97,-89.36, 49.61,179.23,-2.87,10.31,5.81e+02,4.09e+02
2014,03,29,03,03,13.59,-1784.59, 25.90,-88.56, 49.58,179.17,-2.84,10.31,2.03e+03,7.64e+02
2014,03,29,03,03,52.59,-1782.64, 85.89,-63.60, 48.44,177.24,-2.04,10.18,1.16e+03,5.79e+02
2014,03,29,03,04,8.33,-1781.19,110.08,-53.51, 47.99,176.46,-1.72,10.13,2.04e+03,7.66e+02
2014,03,29,03,04,9.58,-1781.06,112.00,-52.70, 47.96,176.40,-1.69,10.13,8.71e+02,5.01e+02
2014,03,29,03,04,10.83,-1780.93,113.92,-51.90, 47.92,176.34,-1.67,10.12,0.00e+00,0.00e+00
