Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),He Abundance (/cc),STD (/cc)
2014,03,26,21,17,30.21,-1282.81,-1223.71,-299.08, 60.52,-136.35,-9.58,11.45,6.27e+02,4.41e+02
2014,03,26,21,17,31.46,-1284.21,-1222.35,-298.35, 60.47,-136.41,-9.55,11.45,9.37e+02,5.38e+02
2014,03,26,21,17,32.71,-1285.60,-1221.00,-297.62, 60.43,-136.48,-9.53,11.44,6.27e+02,4.41e+02
2014,03,26,21,18,11.71,-1328.33,-1178.01,-274.67, 59.16,-138.43,-8.79,11.31,6.27e+02,4.40e+02
2014,03,26,21,18,27.46,-1345.11,-1160.22,-265.30, 58.65,-139.22,-8.49,11.26,3.09e+02,3.09e+02
2014,03,26,21,18,28.71,-1346.43,-1158.79,-264.56, 58.61,-139.28,-8.47,11.26,1.25e+03,6.23e+02
2014,03,26,21,18,29.96,-1347.74,-1157.37,-263.81, 58.57,-139.35,-8.45,11.25,1.25e+03,6.23e+02
2014,03,26,21,19,8.96,-1387.93,-1112.16,-240.35, 57.32,-141.29,-7.70,11.12,3.09e+02,3.09e+02
2014,03,26,21,19,24.70,-1403.65,-1093.50,-230.80, 56.82,-142.08,-7.39,11.07,6.26e+02,4.40e+02
2014,03,26,21,19,25.95,-1404.88,-1092.01,-230.03, 56.78,-142.14,-7.37,11.06,1.88e+03,7.62e+02
2014,03,26,21,19,27.20,-1406.11,-1090.52,-229.27, 56.74,-142.20,-7.34,11.06,1.25e+03,6.22e+02
2014,03,26,21,20,6.20,-1443.64,-1043.21,-205.37, 55.52,-144.15,-6.58,10.93,0.00e+00,0.00e+00
2014,03,26,21,20,21.95,-1458.27,-1023.71,-195.64, 55.03,-144.93,-6.27,10.88,6.26e+02,4.40e+02
2014,03,26,21,20,23.20,-1459.42,-1022.16,-194.86, 54.99,-144.99,-6.24,10.88,9.36e+02,5.38e+02
2014,03,26,21,20,24.45,-1460.56,-1020.60,-194.09, 54.95,-145.06,-6.22,10.87,1.25e+03,6.22e+02
2014,03,26,21,21,3.45,-1495.31,-971.31,-169.80, 53.76,-146.99,-5.44,10.74,2.81e+03,9.33e+02
2014,03,26,21,21,19.19,-1508.79,-951.06,-159.93, 53.28,-147.77,-5.12,10.69,6.26e+02,4.40e+02
2014,03,26,21,21,20.44,-1509.84,-949.44,-159.15, 53.24,-147.84,-5.10,10.69,3.09e+02,3.09e+02
2014,03,26,21,21,21.69,-1510.90,-947.83,-158.36, 53.20,-147.90,-5.07,10.68,9.36e+02,5.38e+02
