Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2013,12,22,13,07,51.13,-1124.96,1264.48,671.47, 83.40,131.66,21.64, 0.81,0.00e+00,   NaN
2013,12,22,13,07,52.38,-1123.53,1265.94,671.21, 83.44,131.59,21.63, 0.80,0.00e+00,   NaN
2013,12,22,13,08,11.13,-1102.00,1287.58,667.12, 83.95,130.56,21.49, 0.73,0.00e+00,   NaN
2013,12,22,13,08,12.38,-1100.55,1289.01,666.85, 83.98,130.49,21.48, 0.73,0.00e+00,   NaN
2013,12,22,13,08,31.13,-1078.68,1310.26,662.56, 84.50,129.46,21.33, 0.66,1.42e+03,3.36e+02
2013,12,22,13,08,32.38,-1077.21,1311.66,662.27, 84.53,129.39,21.32, 0.65,1.06e+03,3.03e+02
2013,12,22,13,08,51.13,-1055.01,1332.51,657.78, 85.04,128.37,21.16, 0.58,7.10e+02,2.67e+02
2013,12,22,13,08,52.38,-1053.52,1333.88,657.47, 85.07,128.30,21.15, 0.58,6.50e+02,2.61e+02
2013,12,22,13,09,11.13,-1030.99,1354.32,652.79, 85.58,127.28,20.98, 0.51,2.93e+02,2.17e+02
2013,12,22,13,09,12.38,-1029.48,1355.67,652.47, 85.62,127.21,20.97, 0.51,8.32e+02,2.81e+02
2013,12,22,13,09,31.12,-1006.66,1375.68,647.59, 86.12,126.19,20.80, 0.44,1.16e+03,3.21e+02
2013,12,22,13,09,32.37,-1005.12,1377.00,647.25, 86.15,126.13,20.79, 0.43,8.57e+02,2.93e+02
2013,12,22,13,09,51.12,-981.98,1396.61,642.17, 86.66,125.11,20.61, 0.37,8.69e+02,2.91e+02
2013,12,22,13,09,52.37,-980.43,1397.90,641.83, 86.69,125.04,20.60, 0.36,2.69e+02,2.20e+02
2013,12,22,13,10,11.12,-956.98,1417.08,636.55, 87.19,124.03,20.42, 0.29,5.92e+02,2.56e+02
2013,12,22,13,10,12.37,-955.41,1418.35,636.19, 87.22,123.96,20.41, 0.29,8.33e+02,2.83e+02
2013,12,22,13,10,31.11,-931.69,1437.08,630.73, 87.72,122.96,20.22, 0.22,7.21e+02,2.71e+02
2013,12,22,13,10,32.36,-930.09,1438.32,630.35, 87.75,122.89,20.20, 0.22,7.21e+02,2.71e+02
2013,12,22,13,10,51.11,-906.07,1456.63,624.69, 88.25,121.88,20.01, 0.15,7.01e+02,2.75e+02
2013,12,22,13,10,52.36,-904.46,1457.83,624.31, 88.28,121.82,20.00, 0.14,1.06e+03,3.12e+02
2013,12,22,13,11,11.11,-880.17,1475.70,618.46, 88.77,120.81,19.80, 0.08,5.41e+02,2.67e+02
2013,12,22,13,11,12.36,-878.54,1476.88,618.07, 88.80,120.75,19.78, 0.07,8.43e+02,3.00e+02
2013,12,22,13,11,31.11,-853.98,1494.30,612.03, 89.29,119.75,19.58, 0.01,6.92e+02,2.77e+02
2013,12,22,13,11,32.36,-852.33,1495.44,611.62, 89.32,119.68,19.56, 0.00,6.36e+02,2.70e+02
2013,12,22,13,11,51.11,-827.51,1512.41,605.40, 89.80,118.69,19.35,23.93,3.95e+02,2.41e+02
2013,12,22,13,11,52.36,-825.85,1513.52,604.98, 89.83,118.62,19.34,23.93,2.11e+02,2.17e+02
2013,12,22,13,12,11.11,-800.78,1530.03,598.58, 90.31,117.63,19.12,23.86,7.04e+02,2.76e+02
2013,12,22,13,12,12.36,-799.10,1531.12,598.15, 90.35,117.56,19.10,23.86,7.06e+02,2.76e+02
2013,12,22,13,12,31.10,-773.80,1547.15,591.57, 90.82,116.57,18.88,23.79,5.25e+02,2.57e+02
2013,12,22,13,12,32.35,-772.10,1548.20,591.12, 90.85,116.51,18.86,23.79,7.08e+02,2.79e+02
2013,12,22,13,12,51.10,-746.56,1563.78,584.36, 91.32,115.52,18.64,23.72,7.58e+02,2.87e+02
2013,12,22,13,12,52.35,-744.85,1564.80,583.91, 91.36,115.45,18.62,23.72,6.35e+02,2.74e+02
2013,12,22,13,13,11.10,-719.07,1579.90,576.97, 91.82,114.47,18.39,23.65,5.92e+02,2.64e+02
