Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,02,17,12,10,20.38,-1596.91,682.21,584.38, 94.83,156.87,18.60, 0.66,2.92e+01,2.00e+01
2014,02,17,12,10,21.63,-1596.31,684.10,583.92, 94.86,156.80,18.58, 0.66,0.00e+00,6.37e+00
2014,02,17,12,10,22.88,-1595.70,685.99,583.46, 94.89,156.74,18.57, 0.66,0.00e+00,6.38e+00
2014,02,17,12,10,35.38,-1589.50,704.83,578.84, 95.19,156.09,18.41, 0.61,0.00e+00,6.43e+00
2014,02,17,12,11,17.62,-1567.10,767.84,562.69, 96.18,153.90,17.87, 0.46,0.00e+00,6.61e+00
2014,02,17,12,11,18.87,-1566.40,769.69,562.20, 96.21,153.83,17.85, 0.46,0.00e+00,6.62e+00
2014,02,17,12,11,20.12,-1565.70,771.54,561.71, 96.23,153.77,17.84, 0.46,4.01e+01,2.29e+01
2014,02,17,12,11,32.62,-1558.60,789.96,556.76, 96.52,153.12,17.67, 0.41,0.00e+00,6.68e+00
2014,02,17,12,12,14.87,-1533.17,851.48,539.52, 97.46,150.95,17.10, 0.27,0.00e+00,6.86e+00
2014,02,17,12,12,16.12,-1532.39,853.28,539.00, 97.49,150.89,17.08, 0.26,0.00e+00,6.86e+00
2014,02,17,12,12,17.37,-1531.60,855.08,538.48, 97.51,150.83,17.07, 0.26,0.00e+00,6.87e+00
2014,02,17,12,12,29.87,-1523.61,873.03,533.22, 97.78,150.19,16.89, 0.22,0.00e+00,6.92e+00
2014,02,17,12,13,12.11,-1495.24,932.87,514.96, 98.67,148.04,16.29, 0.07,0.00e+00,7.10e+00
2014,02,17,12,13,13.36,-1494.36,934.62,514.40, 98.70,147.98,16.27, 0.07,1.75e+01,1.71e+01
2014,02,17,12,13,14.61,-1493.49,936.37,513.85, 98.72,147.91,16.25, 0.06,0.00e+00,7.11e+00
2014,02,17,12,13,27.11,-1484.64,953.81,508.29, 98.98,147.28,16.07, 0.02,0.00e+00,7.17e+00
2014,02,17,12,14,9.36,-1453.39,1011.85,489.05, 99.81,145.15,15.44,23.88,0.00e+00,7.35e+00
2014,02,17,12,14,10.61,-1452.43,1013.54,488.47, 99.83,145.09,15.42,23.87,5.96e+00,1.32e+01
2014,02,17,12,14,11.86,-1451.47,1015.24,487.89, 99.85,145.03,15.40,23.87,0.00e+00,7.36e+00
2014,02,17,12,14,24.36,-1441.79,1032.11,482.05,100.09,144.40,15.21,23.83,0.00e+00,7.41e+00
2014,02,17,12,15,6.60,-1407.75,1088.17,461.87,100.86,142.30,14.55,23.69,0.00e+00,7.60e+00
2014,02,17,12,15,7.85,-1406.72,1089.81,461.27,100.89,142.23,14.53,23.68,0.00e+00,7.60e+00
2014,02,17,12,15,9.10,-1405.68,1091.44,460.66,100.91,142.17,14.51,23.68,0.00e+00,7.61e+00
2014,02,17,12,15,21.60,-1395.18,1107.71,454.55,101.13,141.55,14.31,23.64,0.00e+00,7.66e+00
2014,02,17,12,16,3.84,-1358.46,1161.67,433.51,101.84,139.46,13.63,23.50,5.32e+00,1.35e+01
2014,02,17,12,16,5.09,-1357.34,1163.24,432.87,101.86,139.40,13.61,23.49,3.87e+01,2.34e+01
2014,02,17,12,16,6.34,-1356.22,1164.81,432.24,101.88,139.34,13.59,23.49,0.00e+00,7.86e+00
2014,02,17,12,16,18.84,-1344.95,1180.44,425.88,102.08,138.73,13.39,23.45,5.24e+00,1.35e+01
2014,02,17,12,17,1.09,-1305.62,1232.16,404.01,102.73,136.66,12.68,23.31,0.00e+00,8.10e+00
2014,02,17,12,17,2.34,-1304.43,1233.67,403.36,102.75,136.60,12.66,23.31,0.00e+00,8.11e+00
2014,02,17,12,17,3.59,-1303.23,1235.17,402.70,102.77,136.54,12.64,23.30,0.00e+00,8.11e+00
2014,02,17,12,17,16.09,-1291.21,1250.11,396.11,102.95,135.93,12.43,23.26,0.00e+00,8.17e+00
2014,02,17,12,17,58.33,-1249.40,1299.45,373.48,103.54,133.88,11.71,23.12,0.00e+00,8.36e+00
2014,02,17,12,17,59.58,-1248.14,1300.88,372.81,103.56,133.81,11.68,23.12,0.00e+00,8.37e+00
2014,02,17,12,18,0.83,-1246.87,1302.31,372.13,103.58,133.75,11.66,23.12,0.00e+00,8.37e+00
2014,02,17,12,18,13.33,-1234.13,1316.53,365.32,103.74,133.15,11.44,23.08,0.00e+00,8.43e+00
2014,02,17,12,18,55.58,-1189.94,1363.38,341.99,104.26,131.11,10.70,22.94,0.00e+00,8.62e+00
2014,02,17,12,18,56.83,-1188.60,1364.74,341.29,104.28,131.05,10.68,22.94,1.56e+01,1.79e+01
2014,02,17,12,18,58.08,-1187.27,1366.10,340.59,104.29,130.99,10.66,22.93,4.27e+00,1.40e+01
2014,02,17,12,19,10.58,-1173.84,1379.56,333.59,104.44,130.39,10.43,22.89,0.00e+00,8.68e+00
2014,02,17,12,19,52.82,-1127.40,1423.78,309.61,104.89,128.37, 9.67,22.76,0.00e+00,8.87e+00
2014,02,17,12,19,54.07,-1126.00,1425.06,308.90,104.91,128.31, 9.65,22.75,1.52e+01,1.80e+01
2014,02,17,12,19,55.32,-1124.60,1426.34,308.18,104.92,128.25, 9.63,22.75,0.00e+00,8.88e+00
2014,02,17,12,20,7.82,-1110.53,1439.01,301.00,105.05,127.66, 9.40,22.71,0.00e+00,8.94e+00
2014,02,17,12,20,50.07,-1061.94,1480.51,276.44,105.44,125.65, 8.63,22.58,0.00e+00,9.13e+00
2014,02,17,12,20,51.32,-1060.48,1481.70,275.71,105.45,125.59, 8.60,22.57,0.00e+00,9.14e+00
2014,02,17,12,20,52.57,-1059.02,1482.90,274.97,105.46,125.53, 8.58,22.57,3.51e+00,1.44e+01
2014,02,17,12,21,5.07,-1044.33,1494.74,267.63,105.56,124.94, 8.35,22.53,0.00e+00,9.20e+00
2014,02,17,12,21,47.31,-993.75,1533.40,242.56,105.89,122.95, 7.56,22.40,1.45e+01,1.84e+01
2014,02,17,12,21,48.56,-992.24,1534.51,241.81,105.90,122.89, 7.54,22.39,0.00e+00,9.39e+00
2014,02,17,12,21,49.81,-990.72,1535.62,241.07,105.91,122.83, 7.51,22.39,0.00e+00,9.40e+00
2014,02,17,12,22,2.31,-975.45,1546.62,233.58,105.99,122.24, 7.28,22.35,0.00e+00,9.45e+00
2014,02,17,12,22,44.55,-923.00,1582.34,208.06,106.25,120.26, 6.48,22.22,0.00e+00,9.65e+00
2014,02,17,12,22,45.80,-921.43,1583.37,207.30,106.25,120.20, 6.46,22.22,0.00e+00,9.65e+00
2014,02,17,12,22,47.05,-919.86,1584.39,206.54,106.26,120.14, 6.43,22.21,0.00e+00,9.66e+00
2014,02,17,12,22,59.55,-904.06,1594.50,198.92,106.33,119.55, 6.19,22.17,0.00e+00,9.71e+00
2014,02,17,12,23,41.80,-849.86,1627.21,173.01,106.51,117.58, 5.38,22.04,1.37e+01,1.87e+01
2014,02,17,12,23,43.05,-848.23,1628.15,172.24,106.52,117.52, 5.36,22.04,0.00e+00,9.91e+00
2014,02,17,12,23,44.30,-846.61,1629.08,171.47,106.52,117.46, 5.34,22.03,0.00e+00,9.92e+00
2014,02,17,12,23,56.80,-830.32,1638.28,163.76,106.57,116.88, 5.09,22.00,1.36e+01,1.87e+01
2014,02,17,12,24,39.04,-774.53,1667.88,137.53,106.69,114.91, 4.28,21.86,0.00e+00,1.02e+01
2014,02,17,12,24,40.29,-772.87,1668.72,136.75,106.69,114.85, 4.25,21.86,1.86e+00,1.51e+01
2014,02,17,12,24,41.54,-771.20,1669.56,135.98,106.69,114.79, 4.23,21.86,0.00e+00,1.02e+01
2014,02,17,12,24,54.04,-754.46,1677.83,128.17,106.72,114.21, 3.99,21.82,1.75e+00,1.51e+01
2014,02,17,12,25,36.29,-697.20,1704.26,101.69,106.77,112.25, 3.16,21.69,1.29e+01,1.90e+01
2014,02,17,12,25,37.54,-695.50,1705.01,100.91,106.77,112.19, 3.14,21.68,0.00e+00,1.04e+01
2014,02,17,12,25,38.79,-693.79,1705.75,100.12,106.77,112.13, 3.11,21.68,1.28e+01,1.90e+01
2014,02,17,12,25,51.29,-676.64,1713.07, 92.26,106.77,111.55, 2.87,21.64,0.00e+00,1.05e+01
2014,02,17,12,26,33.53,-618.09,1736.25, 65.60,106.75,109.60, 2.04,21.51,1.24e+01,1.92e+01
2014,02,17,12,26,34.78,-616.35,1736.89, 64.81,106.75,109.54, 2.01,21.51,1.24e+01,1.92e+01
2014,02,17,12,26,36.03,-614.60,1737.54, 64.02,106.75,109.48, 1.99,21.51,0.00e+00,1.07e+01
2014,02,17,12,26,48.53,-597.09,1743.89, 56.11,106.73,108.90, 1.74,21.47,3.49e+01,2.49e+01
2014,02,17,12,27,30.78,-537.37,1763.76, 29.33,106.64,106.94, 0.91,21.34,4.94e-01,1.57e+01
2014,02,17,12,27,32.03,-535.60,1764.31, 28.54,106.64,106.89, 0.89,21.33,1.20e+01,1.93e+01
2014,02,17,12,27,33.28,-533.82,1764.86, 27.74,106.64,106.83, 0.86,21.33,0.00e+00,1.10e+01
2014,02,17,12,27,45.78,-515.99,1770.22, 19.81,106.60,106.25, 0.62,21.29,2.30e+01,2.24e+01
2014,02,17,12,28,28.02,-455.29,1786.73, -7.01,106.44,104.30,-0.22,21.16,1.15e+01,1.95e+01
2014,02,17,12,28,29.27,-453.48,1787.18, -7.81,106.43,104.24,-0.24,21.16,0.00e+00,1.12e+01
2014,02,17,12,28,30.52,-451.67,1787.63, -8.60,106.43,104.18,-0.27,21.16,0.00e+00,1.58e+01
2014,02,17,12,28,43.02,-433.57,1791.99,-16.54,106.37,103.60,-0.51,21.12,2.26e+01,2.25e+01
2014,02,17,12,29,25.26,-372.03,1805.10,-43.33,106.14,101.65,-1.35,20.99,0.00e+00,1.15e+01
2014,02,17,12,29,26.51,-370.20,1805.44,-44.13,106.14,101.59,-1.37,20.98,0.00e+00,1.15e+01
2014,02,17,12,29,27.76,-368.37,1805.79,-44.92,106.13,101.53,-1.40,20.98,0.00e+00,1.15e+01
2014,02,17,12,29,40.26,-350.04,1809.14,-52.84,106.05,100.95,-1.64,20.94,0.00e+00,1.61e+01
2014,02,17,12,30,22.51,-287.80,1818.81,-79.55,105.75,98.99,-2.47,20.81,1.05e+01,1.98e+01
2014,02,17,12,30,23.76,-285.95,1819.06,-80.34,105.74,98.93,-2.50,20.81,0.00e+00,1.17e+01
2014,02,17,12,30,25.01,-284.10,1819.30,-81.13,105.74,98.88,-2.52,20.81,0.00e+00,1.62e+01
2014,02,17,12,30,37.51,-265.59,1821.63,-89.01,105.64,98.30,-2.77,20.77,0.00e+00,1.18e+01
2014,02,17,12,31,19.75,-202.84,1827.83,-115.56,105.27,96.33,-3.60,20.64,0.00e+00,1.20e+01
2014,02,17,12,31,21.00,-200.98,1827.97,-116.35,105.26,96.27,-3.62,20.63,0.00e+00,1.20e+01
2014,02,17,12,31,22.25,-199.11,1828.11,-117.13,105.25,96.22,-3.64,20.63,9.97e+00,2.00e+01
2014,02,17,12,31,34.75,-180.48,1829.41,-124.95,105.13,95.63,-3.89,20.59,9.86e+00,2.00e+01
2014,02,17,12,32,17.00,-117.34,1832.13,-151.28,104.70,93.66,-4.71,20.46,0.00e+00,1.22e+01
2014,02,17,12,32,18.25,-115.47,1832.17,-152.06,104.69,93.61,-4.73,20.46,0.00e+00,1.66e+01
2014,02,17,12,32,19.50,-113.60,1832.21,-152.83,104.68,93.55,-4.76,20.45,0.00e+00,1.66e+01
2014,02,17,12,32,32.00,-94.88,1832.47,-160.58,104.54,92.96,-5.00,20.42,0.00e+00,1.67e+01
2014,02,17,12,33,14.24,-31.56,1831.69,-186.61,104.04,90.99,-5.82,20.29,4.29e+01,2.82e+01
2014,02,17,12,33,15.49,-29.68,1831.63,-187.37,104.03,90.93,-5.84,20.28,0.00e+00,1.25e+01
2014,02,17,12,33,16.74,-27.81,1831.57,-188.14,104.01,90.87,-5.86,20.28,0.00e+00,1.25e+01
2014,02,17,12,33,29.24, -9.06,1830.79,-195.79,103.86,90.28,-6.10,20.24,0.00e+00,1.25e+01
