Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,04,02,10,09,52.36,1354.24,893.75,676.64, 20.61,33.42,22.64, 4.10,0.00e+00,5.42e+00
2014,04,02,10,09,53.61,1355.41,891.99,676.67, 20.63,33.35,22.64, 4.10,1.86e+01,1.60e+01
2014,04,02,10,09,54.86,1356.57,890.22,676.70, 20.64,33.27,22.64, 4.09,1.86e+01,1.60e+01
2014,04,02,10,10,7.36,1368.12,872.49,676.96, 20.80,32.53,22.65, 4.04,2.93e+01,1.91e+01
2014,04,02,10,10,49.60,1405.69,811.66,677.13, 21.37,30.00,22.64, 3.88,0.00e+00,4.90e+00
2014,04,02,10,10,50.85,1406.77,809.84,677.12, 21.39,29.93,22.64, 3.87,0.00e+00,4.89e+00
2014,04,02,10,10,52.10,1407.85,808.02,677.11, 21.41,29.85,22.64, 3.87,1.91e+01,1.58e+01
2014,04,02,10,11,4.60,1418.49,789.74,676.93, 21.59,29.11,22.63, 3.82,2.98e+01,1.90e+01
2014,04,02,10,11,46.85,1452.98,727.14,675.63, 22.25,26.59,22.58, 3.65,1.94e+01,1.57e+01
2014,04,02,10,11,48.10,1453.96,725.27,675.57, 22.27,26.51,22.58, 3.64,6.22e+01,2.64e+01
2014,04,02,10,11,49.35,1454.95,723.40,675.52, 22.29,26.44,22.57, 3.64,1.94e+01,1.57e+01
2014,04,02,10,12,1.85,1464.66,704.63,674.90, 22.49,25.69,22.55, 3.59,8.65e+00,1.15e+01
2014,04,02,10,12,44.09,1495.95,640.47,672.13, 23.23,23.18,22.44, 3.42,8.72e+00,1.15e+01
2014,04,02,10,12,45.34,1496.83,638.55,672.03, 23.25,23.10,22.44, 3.42,1.96e+01,1.57e+01
2014,04,02,10,12,46.59,1497.72,636.64,671.93, 23.27,23.03,22.43, 3.41,3.01e+01,1.89e+01
2014,04,02,10,12,59.09,1506.48,617.43,670.89, 23.50,22.29,22.40, 3.36,0.00e+00,4.43e+00
2014,04,02,10,13,41.34,1534.48,551.87,666.66, 24.31,19.78,22.24, 3.19,1.95e+01,1.57e+01
2014,04,02,10,13,42.59,1535.27,549.92,666.51, 24.34,19.71,22.23, 3.19,6.24e+01,2.65e+01
2014,04,02,10,13,43.84,1536.06,547.97,666.37, 24.36,19.63,22.22, 3.18,4.09e+01,2.18e+01
2014,04,02,10,13,56.34,1543.83,528.38,664.90, 24.61,18.89,22.17, 3.14,8.59e+00,1.15e+01
2014,04,02,10,14,38.58,1568.47,461.66,659.22, 25.50,16.40,21.96, 2.97,8.37e+00,1.17e+01
2014,04,02,10,14,39.83,1569.16,459.67,659.04, 25.52,16.33,21.95, 2.96,0.00e+00,4.87e+00
2014,04,02,10,14,41.08,1569.85,457.68,658.85, 25.55,16.25,21.95, 2.96,8.36e+00,1.17e+01
2014,04,02,10,14,53.58,1576.61,437.78,656.95, 25.82,15.52,21.88, 2.91,1.91e+01,1.59e+01
2014,04,02,10,15,35.83,1597.83,370.06,649.85, 26.77,13.04,21.61, 2.74,2.94e+01,1.92e+01
2014,04,02,10,15,37.08,1598.42,368.05,649.62, 26.80,12.97,21.61, 2.74,1.88e+01,1.60e+01
2014,04,02,10,15,38.33,1599.00,366.03,649.40, 26.83,12.89,21.60, 2.74,2.94e+01,1.92e+01
2014,04,02,10,15,50.83,1604.74,345.87,647.08, 27.12,12.16,21.51, 2.69,2.92e+01,1.93e+01
2014,04,02,10,16,33.07,1622.47,277.39,638.58, 28.14, 9.70,21.20, 2.52,7.22e+00,1.22e+01
2014,04,02,10,16,34.32,1622.95,275.36,638.31, 28.17, 9.63,21.19, 2.52,1.81e+01,1.63e+01
2014,04,02,10,16,35.57,1623.44,273.32,638.04, 28.20, 9.56,21.18, 2.51,0.00e+00,6.06e+00
2014,04,02,10,16,48.07,1628.14,252.96,635.32, 28.51, 8.83,21.09, 2.46,0.00e+00,6.22e+00
2014,04,02,10,17,30.31,1642.34,183.91,625.45, 29.60, 6.39,20.73, 2.30,4.95e+01,2.49e+01
2014,04,02,10,17,31.56,1642.72,181.86,625.14, 29.63, 6.32,20.72, 2.30,4.95e+01,2.49e+01
2014,04,02,10,17,32.81,1643.10,179.81,624.83, 29.67, 6.25,20.71, 2.29,3.88e+01,2.25e+01
2014,04,02,10,17,45.31,1646.76,159.31,621.70, 30.00, 5.53,20.60, 2.24,3.86e+01,2.26e+01
2014,04,02,10,18,27.56,1657.41, 89.87,610.49, 31.15, 3.10,20.19, 2.08,4.84e+01,2.52e+01
2014,04,02,10,18,28.81,1657.68, 87.81,610.14, 31.19, 3.03,20.18, 2.08,3.77e+01,2.28e+01
2014,04,02,10,18,30.06,1657.96, 85.76,609.80, 31.22, 2.96,20.17, 2.07,2.68e+01,2.01e+01
2014,04,02,10,18,42.56,1660.56, 65.18,606.28, 31.57, 2.25,20.04, 2.02,3.75e+01,2.29e+01
2014,04,02,10,19,24.80,1667.63, -4.41,593.76, 32.79,-0.15,19.60, 1.86,3.65e+01,2.32e+01
2014,04,02,10,19,26.05,1667.80, -6.47,593.38, 32.82,-0.22,19.58, 1.86,1.01e+02,3.51e+01
2014,04,02,10,19,27.30,1667.96, -8.53,592.99, 32.86,-0.29,19.57, 1.86,6.88e+01,2.97e+01
2014,04,02,10,19,39.80,1669.50,-29.13,589.09, 33.23,-1.00,19.43, 1.81,6.85e+01,2.98e+01
