Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,01,11,06,21,29.38,1109.93,1321.76,-478.32, 53.62,49.98,-15.49,11.35,2.12e+03,1.49e+02
2014,01,11,06,21,30.63,1111.54,1320.57,-477.77, 53.60,49.91,-15.47,11.34,2.02e+03,1.45e+02
2014,01,11,06,21,49.38,1135.56,1302.58,-469.39, 53.28,48.92,-15.20,11.27,1.85e+03,1.39e+02
2014,01,11,06,21,50.63,1137.15,1301.37,-468.82, 53.26,48.85,-15.18,11.27,2.05e+03,1.46e+02
2014,01,11,06,22,9.37,1160.80,1282.97,-460.29, 52.94,47.86,-14.90,11.20,2.12e+03,1.49e+02
2014,01,11,06,22,10.62,1162.36,1281.73,-459.72, 52.92,47.80,-14.88,11.20,1.82e+03,1.38e+02
2014,01,11,06,22,29.36,1185.64,1262.91,-451.04, 52.61,46.81,-14.59,11.13,2.35e+03,1.56e+02
2014,01,11,06,22,30.61,1187.18,1261.64,-450.46, 52.58,46.74,-14.58,11.13,2.24e+03,1.53e+02
2014,01,11,06,22,49.37,1210.08,1242.41,-441.63, 52.27,45.76,-14.29,11.06,2.36e+03,1.57e+02
2014,01,11,06,22,50.62,1211.60,1241.11,-441.04, 52.25,45.69,-14.27,11.06,1.80e+03,1.37e+02
2014,01,11,06,23,9.36,1234.10,1221.49,-432.08, 51.94,44.71,-13.97,10.99,2.10e+03,1.48e+02
2014,01,11,06,23,10.61,1235.58,1220.17,-431.48, 51.92,44.64,-13.95,10.99,1.80e+03,1.37e+02
2014,01,11,06,23,29.36,1257.70,1200.15,-422.37, 51.61,43.66,-13.66,10.92,2.33e+03,1.56e+02
2014,01,11,06,23,30.61,1259.16,1198.80,-421.76, 51.59,43.59,-13.64,10.92,2.19e+03,1.51e+02
2014,01,11,06,23,49.35,1280.86,1178.39,-412.52, 51.28,42.61,-13.33,10.85,2.31e+03,1.55e+02
2014,01,11,06,23,50.60,1282.30,1177.01,-411.90, 51.26,42.55,-13.31,10.85,2.29e+03,1.54e+02
2014,01,11,06,24,9.36,1303.59,1156.22,-402.53, 50.96,41.57,-13.01,10.78,2.32e+03,1.56e+02
2014,01,11,06,24,10.61,1305.00,1154.82,-401.90, 50.94,41.51,-12.99,10.78,2.15e+03,1.50e+02
2014,01,11,06,24,29.36,1325.87,1133.66,-392.40, 50.64,40.53,-12.68,10.71,2.27e+03,1.54e+02
2014,01,11,06,24,30.61,1327.24,1132.23,-391.76, 50.62,40.47,-12.66,10.71,2.37e+03,1.57e+02
2014,01,11,06,24,49.35,1347.69,1110.70,-382.14, 50.32,39.49,-12.34,10.64,1.99e+03,1.44e+02
2014,01,11,06,24,50.60,1349.04,1109.25,-381.49, 50.30,39.43,-12.32,10.64,2.69e+03,1.68e+02
2014,01,11,06,25,9.35,1369.03,1087.37,-371.75, 50.01,38.46,-12.00,10.58,2.23e+03,1.53e+02
2014,01,11,06,25,10.60,1370.35,1085.90,-371.09, 49.99,38.39,-11.98,10.57,2.31e+03,1.55e+02
2014,01,11,06,25,29.34,1389.91,1063.65,-361.22, 49.69,37.43,-11.66,10.51,2.46e+03,1.60e+02
2014,01,11,06,25,30.59,1391.20,1062.16,-360.56, 49.67,37.36,-11.64,10.50,2.24e+03,1.53e+02
2014,01,11,06,25,49.34,1410.32,1039.57,-350.58, 49.39,36.39,-11.32,10.44,2.64e+03,1.66e+02
2014,01,11,06,25,50.59,1411.58,1038.05,-349.91, 49.37,36.33,-11.29,10.43,2.30e+03,1.55e+02
2014,01,11,06,26,9.34,1430.22,1015.14,-339.81, 49.08,35.37,-10.97,10.37,2.32e+03,1.56e+02
2014,01,11,06,26,10.59,1431.45,1013.60,-339.14, 49.06,35.30,-10.94,10.37,2.75e+03,1.70e+02
2014,01,11,06,26,29.34,1449.64,990.34,-328.93, 48.78,34.34,-10.61,10.30,2.11e+03,1.49e+02
2014,01,11,06,26,30.59,1450.84,988.78,-328.25, 48.76,34.28,-10.59,10.30,2.62e+03,1.66e+02
2014,01,11,06,26,49.34,1468.56,965.20,-317.93, 48.48,33.31,-10.25,10.23,2.60e+03,1.65e+02
