Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ar Abundance (/cc),STD (/cc)
2014,01,24,10,29,13.49, 13.89,1711.50,604.33, 77.72,89.53,19.45, 0.65,0.00e+00,4.57e+00
2014,01,24,10,29,14.74, 15.91,1711.67,603.95, 77.77,89.47,19.43, 0.65,0.00e+00,4.58e+00
2014,01,24,10,29,33.49, 46.17,1713.96,598.20, 78.54,88.46,19.23, 0.58,0.00e+00,4.63e+00
2014,01,24,10,29,34.74, 48.18,1714.10,597.81, 78.59,88.39,19.22, 0.58,0.00e+00,4.63e+00
2014,01,24,10,29,53.48, 78.41,1715.85,591.87, 79.36,87.38,19.01, 0.51,0.00e+00,4.68e+00
2014,01,24,10,29,54.73, 80.43,1715.95,591.47, 79.41,87.32,19.00, 0.50,0.00e+00,4.69e+00
2014,01,24,10,30,13.48,110.65,1717.18,585.35, 80.18,86.31,18.79, 0.44,0.00e+00,4.74e+00
2014,01,24,10,30,14.73,112.66,1717.25,584.93, 80.23,86.25,18.77, 0.43,8.15e+00,1.14e+01
2014,01,24,10,30,33.48,142.84,1717.95,578.63, 81.00,85.25,18.55, 0.36,0.00e+00,4.80e+00
2014,01,24,10,30,34.73,144.86,1717.98,578.20, 81.05,85.18,18.54, 0.36,8.11e+00,1.14e+01
2014,01,24,10,30,53.48,175.00,1718.15,571.73, 81.81,84.18,18.32, 0.29,0.00e+00,4.86e+00
2014,01,24,10,30,54.73,177.00,1718.14,571.29, 81.86,84.12,18.30, 0.29,0.00e+00,4.86e+00
2014,01,24,10,31,13.48,207.09,1717.79,564.64, 82.63,83.13,18.07, 0.22,8.02e+00,1.15e+01
2014,01,24,10,31,14.73,209.09,1717.75,564.19, 82.68,83.06,18.06, 0.22,0.00e+00,4.92e+00
2014,01,24,10,31,33.48,239.12,1716.86,557.36, 83.44,82.07,17.82, 0.15,0.00e+00,4.97e+00
2014,01,24,10,31,34.73,241.12,1716.79,556.90, 83.49,82.01,17.81, 0.15,7.97e+00,1.15e+01
2014,01,24,10,31,53.47,271.05,1715.38,549.91, 84.25,81.02,17.57, 0.08,0.00e+00,5.03e+00
2014,01,24,10,31,54.72,273.05,1715.27,549.44, 84.30,80.96,17.55, 0.08,0.00e+00,5.03e+00
2014,01,24,10,32,13.47,302.92,1713.34,542.28, 85.06,79.97,17.31, 0.01,0.00e+00,5.09e+00
2014,01,24,10,32,14.72,304.90,1713.19,541.80, 85.11,79.91,17.29, 0.01,7.88e+00,1.16e+01
2014,01,24,10,32,33.47,334.68,1710.73,534.47, 85.86,78.93,17.05,23.94,1.85e+01,1.56e+01
2014,01,24,10,32,34.72,336.66,1710.55,533.98, 85.91,78.87,17.03,23.94,0.00e+00,5.15e+00
2014,01,24,10,32,53.47,366.33,1707.57,526.49, 86.66,77.89,16.78,23.87,0.00e+00,5.21e+00
2014,01,24,10,32,54.72,368.31,1707.36,525.99, 86.71,77.83,16.76,23.87,0.00e+00,5.21e+00
2014,01,24,10,33,13.47,397.87,1703.86,518.34, 87.46,76.86,16.50,23.80,0.00e+00,5.27e+00
2014,01,24,10,33,14.72,399.84,1703.61,517.82, 87.51,76.79,16.48,23.80,0.00e+00,5.27e+00
2014,01,24,10,33,33.47,429.28,1699.59,510.02, 88.25,75.82,16.22,23.73,0.00e+00,5.33e+00
2014,01,24,10,33,34.72,431.24,1699.31,509.49, 88.30,75.76,16.20,23.73,0.00e+00,5.33e+00
2014,01,24,10,33,53.46,460.53,1694.77,501.54, 89.04,74.80,15.94,23.66,0.00e+00,5.39e+00
2014,01,24,10,33,54.71,462.48,1694.45,501.01, 89.09,74.73,15.92,23.66,0.00e+00,5.39e+00
2014,01,24,10,34,13.46,491.65,1689.41,492.90, 89.83,73.77,15.65,23.60,0.00e+00,5.45e+00
2014,01,24,10,34,14.71,493.59,1689.05,492.35, 89.88,73.71,15.63,23.59,0.00e+00,5.45e+00
2014,01,24,10,34,33.46,522.61,1683.49,484.09, 90.61,72.75,15.36,23.53,7.53e+00,1.18e+01
2014,01,24,10,34,34.71,524.54,1683.10,483.54, 90.66,72.69,15.34,23.52,1.82e+01,1.58e+01
2014,01,24,10,34,53.46,553.41,1677.03,475.13, 91.39,71.74,15.06,23.46,0.00e+00,5.57e+00
2014,01,24,10,34,54.71,555.33,1676.61,474.57, 91.43,71.67,15.04,23.45,0.00e+00,5.57e+00
2014,01,24,10,35,13.46,584.02,1670.04,466.02, 92.16,70.72,14.76,23.39,1.81e+01,1.59e+01
2014,01,24,10,35,14.71,585.93,1669.58,465.45, 92.21,70.66,14.74,23.39,0.00e+00,5.63e+00
2014,01,24,10,35,33.46,614.45,1662.50,456.76, 92.92,69.72,14.45,23.32,0.00e+00,5.69e+00
2014,01,24,10,35,34.71,616.35,1662.01,456.18, 92.97,69.65,14.43,23.32,0.00e+00,5.70e+00
2014,01,24,10,35,53.45,644.67,1654.43,447.36, 93.68,68.71,14.14,23.26,0.00e+00,5.75e+00
2014,01,24,10,35,54.70,646.55,1653.91,446.77, 93.73,68.65,14.12,23.25,0.00e+00,5.76e+00
2014,01,24,10,36,13.45,674.69,1645.83,437.81, 94.44,67.71,13.83,23.19,0.00e+00,5.82e+00
2014,01,24,10,36,14.70,676.56,1645.27,437.21, 94.49,67.65,13.81,23.19,0.00e+00,5.82e+00
2014,01,24,10,36,33.45,704.50,1636.70,428.13, 95.19,66.71,13.51,23.12,0.00e+00,5.88e+00
2014,01,24,10,36,34.70,706.35,1636.11,427.52, 95.24,66.65,13.49,23.12,7.21e+00,1.20e+01
2014,01,24,10,36,53.44,734.07,1627.04,418.31, 95.93,65.72,13.19,23.06,0.00e+00,5.94e+00
2014,01,24,10,36,54.69,735.91,1626.42,417.69, 95.98,65.65,13.17,23.05,0.00e+00,5.95e+00
2014,01,24,10,37,13.44,763.41,1616.87,408.35, 96.67,64.73,12.86,22.99,1.79e+01,1.61e+01
2014,01,24,10,37,14.69,765.24,1616.21,407.72, 96.72,64.66,12.84,22.99,0.00e+00,6.01e+00
2014,01,24,10,37,33.44,792.52,1606.17,398.26, 97.40,63.74,12.54,22.92,1.78e+01,1.62e+01
2014,01,24,10,37,34.69,794.33,1605.49,397.63, 97.45,63.68,12.52,22.92,7.04e+00,1.22e+01
2014,01,24,10,37,53.44,821.37,1594.97,388.05, 98.12,62.75,12.21,22.86,1.78e+01,1.62e+01
2014,01,24,10,37,54.69,823.16,1594.25,387.41, 98.17,62.69,12.18,22.85,6.98e+00,1.22e+01
2014,01,24,10,38,13.44,849.96,1583.25,377.71, 98.84,61.77,11.87,22.79,0.00e+00,6.20e+00
2014,01,24,10,38,14.69,851.74,1582.50,377.06, 98.88,61.71,11.85,22.79,0.00e+00,6.21e+00
2014,01,24,10,38,33.44,878.28,1571.03,367.26, 99.55,60.79,11.53,22.73,0.00e+00,6.27e+00
2014,01,24,10,38,34.69,880.04,1570.25,366.60, 99.59,60.73,11.51,22.72,6.86e+00,1.23e+01
2014,01,24,10,38,53.43,906.31,1558.31,356.69,100.25,59.82,11.19,22.66,6.81e+00,1.23e+01
2014,01,24,10,38,54.68,908.05,1557.50,356.03,100.29,59.76,11.17,22.66,6.81e+00,1.23e+01
2014,01,24,10,39,13.43,934.06,1545.09,346.01,100.94,58.85,10.85,22.60,0.00e+00,6.40e+00
2014,01,24,10,39,14.68,935.78,1544.25,345.34,100.99,58.79,10.83,22.59,1.76e+01,1.64e+01
2014,01,24,10,39,33.43,961.52,1531.39,335.21,101.63,57.88,10.50,22.53,0.00e+00,6.47e+00
2014,01,24,10,39,34.68,963.22,1530.51,334.54,101.67,57.82,10.48,22.53,2.82e+01,1.96e+01
2014,01,24,10,39,53.42,988.65,1517.20,324.32,102.31,56.91,10.15,22.47,0.00e+00,6.54e+00
2014,01,24,10,39,54.67,990.34,1516.30,323.64,102.35,56.85,10.13,22.47,1.75e+01,1.65e+01
2014,01,24,10,40,13.42,1015.49,1502.52,313.32,102.97,55.95, 9.80,22.41,0.00e+00,6.60e+00
2014,01,24,10,40,14.67,1017.16,1501.59,312.63,103.02,55.89, 9.78,22.40,6.56e+00,1.25e+01
2014,01,24,10,40,33.42,1042.01,1487.37,302.22,103.63,54.99, 9.45,22.34,0.00e+00,6.67e+00
2014,01,24,10,40,34.67,1043.66,1486.41,301.53,103.68,54.93, 9.43,22.34,0.00e+00,6.68e+00
2014,01,24,10,40,53.42,1068.20,1471.75,291.03,104.29,54.03, 9.09,22.28,0.00e+00,6.74e+00
2014,01,24,10,40,54.67,1069.83,1470.76,290.33,104.33,53.97, 9.07,22.27,6.43e+00,1.26e+01
2014,01,24,10,41,13.42,1094.05,1455.67,279.74,104.93,53.07, 8.73,22.21,0.00e+00,6.81e+00
2014,01,24,10,41,14.67,1095.66,1454.65,279.04,104.97,53.01, 8.71,22.21,0.00e+00,6.81e+00
2014,01,24,10,41,33.42,1119.56,1439.12,268.37,105.56,52.12, 8.37,22.15,6.30e+00,1.27e+01
2014,01,24,10,41,34.67,1121.14,1438.07,267.66,105.60,52.06, 8.35,22.15,0.00e+00,6.88e+00
2014,01,24,10,41,53.41,1144.70,1422.13,256.92,106.19,51.17, 8.01,22.09,0.00e+00,6.94e+00
2014,01,24,10,41,54.66,1146.26,1421.06,256.20,106.23,51.11, 7.99,22.08,0.00e+00,6.94e+00
2014,01,24,10,42,13.41,1169.50,1404.69,245.38,106.80,50.22, 7.65,22.03,1.72e+01,1.68e+01
2014,01,24,10,42,14.66,1171.03,1403.58,244.66,106.84,50.16, 7.62,22.02,0.00e+00,7.01e+00
2014,01,24,10,42,33.41,1193.92,1386.80,233.77,107.41,49.27, 7.28,21.96,3.89e+01,2.28e+01
2014,01,24,10,42,34.66,1195.44,1385.67,233.04,107.45,49.22, 7.26,21.96,0.00e+00,7.08e+00
2014,01,24,10,42,53.41,1217.97,1368.48,222.09,108.00,48.33, 6.91,21.90,6.02e+00,1.29e+01
