Year,Month,Day,Hours,Minutes,Seconds,S/C X (km),S/C Y (km),S/C Z (km),Altitude (km),Longitude (deg),Latitude (deg),LMST(hh),Ne Abundance (/cc),STD (/cc)
2014,02,04,08,51,2.54,-774.75,1603.18,-425.91, 93.40,115.79,-13.45,11.27,0.00e+00,   NaN
2014,02,04,08,51,3.79,-773.05,1604.12,-425.29, 93.36,115.73,-13.43,11.27,0.00e+00,   NaN
2014,02,04,08,51,22.54,-747.48,1617.95,-415.81, 92.73,114.80,-13.13,11.21,0.00e+00,   NaN
2014,02,04,08,51,23.79,-745.76,1618.85,-415.17, 92.69,114.73,-13.11,11.20,0.00e+00,   NaN
2014,02,04,08,51,42.53,-719.96,1632.20,-405.57, 92.05,113.80,-12.81,11.14,3.16e+02,3.57e+02
2014,02,04,08,51,43.78,-718.23,1633.07,-404.92, 92.01,113.74,-12.79,11.14,0.00e+00,3.19e+02
2014,02,04,08,52,2.54,-692.21,1645.92,-395.20, 91.36,112.81,-12.48,11.07,0.00e+00,3.10e+02
2014,02,04,08,52,3.79,-690.47,1646.76,-394.54, 91.32,112.75,-12.46,11.07,0.00e+00,3.15e+02
2014,02,04,08,52,22.54,-664.24,1659.11,-384.70, 90.67,111.82,-12.15,11.01,5.16e+01,3.71e+02
2014,02,04,08,52,23.79,-662.49,1659.92,-384.04, 90.63,111.76,-12.13,11.00,0.00e+00,3.46e+02
2014,02,04,08,52,42.52,-636.07,1671.76,-374.08, 89.97,110.83,-11.81,10.94,0.00e+00,3.48e+02
2014,02,04,08,52,43.77,-634.30,1672.53,-373.41, 89.93,110.77,-11.79,10.94,0.00e+00,3.15e+02
2014,02,04,08,53,2.52,-607.68,1683.87,-363.34, 89.27,109.84,-11.47,10.88,0.00e+00,3.48e+02
2014,02,04,08,53,3.77,-605.90,1684.61,-362.67, 89.22,109.78,-11.45,10.87,3.94e+02,3.94e+02
2014,02,04,08,53,22.52,-579.09,1695.44,-352.48, 88.56,108.86,-11.13,10.81,3.77e+02,3.77e+02
2014,02,04,08,53,23.77,-577.30,1696.15,-351.80, 88.51,108.80,-11.11,10.81,4.50e+02,3.81e+02
2014,02,04,08,53,42.52,-550.33,1706.46,-341.52, 87.84,107.87,-10.78,10.74,0.00e+00,3.06e+02
2014,02,04,08,53,43.77,-548.52,1707.13,-340.83, 87.79,107.81,-10.76,10.74,0.00e+00,3.42e+02
2014,02,04,08,54,2.52,-521.38,1716.93,-330.43, 87.12,106.89,-10.43,10.68,1.64e+02,3.56e+02
